gene,astrocyte,central nervous system macrophage,endothelial cell,ependymal cell,fibroblast,leukocyte,neuron,oligodendrocyte,oligodendrocyte precursor cell,pericyte,vascular associated smooth muscle cell
AC046195,0.0,0.0,0.0,0.0,0.4018523760834241,0.0,0.4205417747619566,0.0,0.0,0.0,0.0
AL391117,0.0,0.09043440776483021,0.0,0.0,0.0,0.0,0.4204002690393339,0.0,0.0,0.0,0.0
AC046195.1,0.0,0.5838011832665261,0.0,0.0,0.475465654471012,0.0,0.2000874938480888,0.0,0.0,0.0,0.0
LINC02067,0.055322128851540614,0.0,0.0,0.2728782453061426,0.0,0.0,0.09789741346311588,0.0,0.0,0.0,0.0
CTGF,0.0,0.0,0.22875297758168633,0.4737478961138374,0.1432353295310362,0.0,0.11309946956854597,0.0,0.0,0.16230403227764884,0.0
TWIST1,0.0,0.0,0.7643659965742113,0.0,0.8062561073771652,0.0,0.06358341991578717,0.0,0.0,0.0,0.0
AC008011,0.0,0.0,0.0,0.0,0.0,0.0,0.5616284823987964,0.0,0.0,0.0,0.0
AL354771,0.1872633856138453,0.0,0.0,0.0,0.0,0.0,0.26205123598080343,0.0,0.844731932947006,0.0,0.0
VWA2,0.0,0.0,0.48060492515554454,0.0,0.0,0.0,0.16377754689123422,0.0,0.0,0.21218355212842976,0.0
ROR1-AS1,0.0,0.0,0.2964845713965923,0.12600855141571754,0.0,0.0,0.08392573959643462,0.0,0.0,0.6985744950726774,0.0
BSPRY,0.2689084467390706,0.0,0.0,0.0,0.0,0.0,0.45224597576980385,0.0,0.0,0.0,0.0
TNFRSF11A,0.0,0.7459456715783656,0.0,0.0,0.0,0.0,0.0940695576092306,0.0,0.0,0.0,0.0
PIP5KL1,0.0,0.0,0.0,0.0,0.0,0.0,0.46769802237433766,0.0,0.0,0.0,0.0
PAPPA,0.4460054864182178,0.0,0.0,0.0,0.0,0.0,0.05832011811669492,0.0,0.4279158102382698,0.0,0.0
TNIP3,0.0,0.0,0.0,0.0,0.0,0.0,0.4353119640807548,0.0,0.0,0.0,0.0
SNTG2,0.0,0.0,0.0,0.2602971831570711,0.0,0.0,0.25336634818656323,0.0,0.0,0.0,0.6203802858438233
CUBNP3,0.0,0.0,0.0,0.0,0.0,0.0,0.4575700480700823,0.0,0.0,0.0,0.0
ROBO3,0.8129744592685387,0.18780481447706696,0.0,0.0,0.3014463521576769,0.0,0.0,0.0,0.0,0.0,0.0
LINC01705,0.0,0.0,0.0,0.0,0.0,0.0,0.36414978762550343,0.0,0.1683125433125433,0.0,0.0
LHFPL3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9844371944913992,0.0,0.0
AC025188,0.0,0.0,0.0,0.39629508988468126,0.3370592835262814,0.0,0.10104172362880735,0.0,0.0,0.0,0.0
AC024908,0.0,0.0,0.0,0.0,0.0,0.0,0.6298501674979946,0.0,0.0,0.0,0.0
AC112493,0.0,0.0,0.0,0.0,0.0,0.0,0.2799225038859646,0.0,0.3409203523999442,0.0,0.0
FAS,0.5132246554681902,0.08131199542184085,0.0,0.4090329447821305,0.31293209145056194,0.13843302771379878,0.0,0.0,0.0,0.2507282765941946,0.0
AC107029,0.0,0.0,0.0,0.720226420711908,0.0,0.0,0.0,0.0,0.4733398962089807,0.24703416143681328,0.0
GPC2,0.0,0.2489440332304273,0.0,0.0,0.0,0.0,0.01008913435774047,0.0,0.7610295425112201,0.0,0.0
HCRTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.7132553007276354,0.0,0.0,0.0,0.0
DRD1,0.0,0.0,0.0,0.746555510516058,0.0,0.0,0.19379887351670586,0.0,0.0,0.0,0.0
AL596257,0.09881730469965765,0.0,0.0,0.0,0.0,0.0,0.362422253708383,0.0,0.0,0.0,0.0
CHRNB3,0.0,0.0,0.0,0.0,0.151483710313343,0.0,0.4025980197923601,0.0,0.0,0.0,0.0
SLC22A8,0.0,0.0,0.0,0.0,0.17721518987341772,0.0,0.5006277356532103,0.0,0.0,0.0,0.0
ECM1,0.0,0.0,0.053617723308979494,0.0,0.04925051872881904,0.0,0.1610023513971674,0.0,0.0,0.04044548651817116,0.0
AC078980,0.0,0.0,0.0,0.0,0.0,0.0,0.6355059349724478,0.0,0.0,0.0,0.0
AC025171.3,0.0,0.08484527487628463,0.0,0.6615811684201727,0.0,0.0,0.0,0.04282868525896414,0.03453757225433526,0.0,0.0
AC016994,0.05773420479302832,0.0,0.0,0.0,0.0,0.0,0.2344397174248073,0.0,0.36572606470565655,0.0,0.0
PSTPIP1,0.14243604994059986,0.15323167211138827,0.0,0.22225528675040077,0.0,0.6345270973698972,0.0,0.012663631189527604,0.30193737178222957,0.0,0.0
HES5,0.8442681381380743,0.0,0.19575629898281266,0.0,0.0,0.0,0.0,0.0,0.862780289081005,0.0,0.0
F2R,0.0,0.0,0.7013352127183561,0.0,0.6148265358772907,0.0,0.08121889867118719,0.0,0.0,0.0,0.0
CR786580,0.0,0.6984873701028577,0.0,0.0,0.0,0.0,0.00686279870946574,0.0,0.0,0.0,0.0
PCP4,0.0,0.0,0.0,0.0,0.0,0.0,0.252777797829986,0.0,0.0,0.0,0.0
COLCA1,0.014070527790751986,0.0,0.0,0.7786987988653664,0.15785958277070788,0.0,0.03205829277628917,0.0,0.0,0.0,0.0
ASCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9497497988073192,0.0,0.0
AL606760.1,0.0,0.0,0.0,0.20127786298866562,0.0,0.0,0.19673746777783718,0.0,0.0,0.0,0.0
CDHR1,0.0,0.0,0.0,0.0,0.0,0.0,0.3115053568690842,0.0,0.0,0.0,0.0
MYOCD,0.0,0.0,0.0,0.0,0.0,0.0,0.12131568874063542,0.0,0.0,0.0,0.9856359217188531
RHBDF2,0.0,0.8373655803409081,0.2339316774154207,0.0,0.0,0.3787900050476881,0.0,0.0,0.0,0.0,0.0
MBOAT1,0.0,0.061003605277131036,0.0,0.0,0.35749486737937103,0.0,0.0,0.5290163164522217,0.0,0.12059876542358802,0.0
AC064875,0.0,0.0,0.0,0.0,0.0,0.0,0.11385136982555914,0.0,0.8309181567927829,0.21385747032678482,0.0
AC068733,0.0,0.0,0.0,0.0,0.04756702632000816,0.0,0.16448843440695576,0.0,0.0,0.47038327009357156,0.0
AC109492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8989443114550704,0.0,0.0,0.0
MUSTN1,0.1008777722301857,0.02395487094003275,0.0,0.0,0.4924645735990891,0.0,0.0,0.0,0.0,0.982012101617028,0.0
NXPH3,0.23052067410703242,0.0,0.0,0.0708048595292331,0.0,0.0,0.1383369904395164,0.0,0.0,0.0,0.0
NREP-AS1,0.0,0.0,0.0,0.021766641356618578,0.0,0.0,0.3648766148790661,0.0,0.04461191961191961,0.0,0.0
TRIM72,0.0,0.13930064614215126,0.0,0.0,0.0,0.0,0.32574802395616476,0.0,0.0,0.0,0.0
TNFRSF18,0.0,0.0,0.0,0.0,0.0,0.6547906047004216,0.08895663586154098,0.0,0.0,0.0,0.0
AC092131,0.0,0.0,0.0,0.0,0.01639344262295082,0.0,0.23030021326625472,0.0,0.0,0.2634186704665772,0.0
LINC02550,0.0,0.0,0.0,0.0,0.0,0.0,0.10168425657570952,0.0,0.2962219300869868,0.0,0.0
LINC00351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7325897624318024,0.0,0.0,0.0
CDC42EP5,0.0,0.0,0.37069762965239395,0.0,0.6668733877915026,0.0,0.0,0.0,0.0,0.19484022494440573,0.0
PDLIM3,0.8066889345187916,0.0,0.0,0.8136496276925785,0.0,0.0,0.0,0.0,0.3636822020238828,0.0,0.0
MYOF,0.0,0.4516659850615985,0.39818568194335147,0.45615809638610944,0.43143919877163184,0.20108488284036508,0.0,0.0,0.0,0.4298275102428803,0.5140413383607325
AC005208,0.0,0.047670058918050345,0.0,0.4155918087838799,0.0,0.0,0.0,0.0,0.8125144107280164,0.0,0.0
TMEM233,0.0,0.0,0.0,0.0,0.0,0.0,0.5969021416247716,0.0,0.0,0.0,0.0
PTCHD4,0.0,0.2916959454657261,0.0,0.0,0.0,0.0,0.630995359766548,0.0,0.0,0.0,0.0
EDNRA,0.07041085032315364,0.0,0.0,0.0,0.4787509135649221,0.0,0.0213402963854104,0.0,0.0,0.6811058478935254,0.0
AC016708,0.47364331812805693,0.0,0.0,0.0,0.059140900601784605,0.0,0.041723628807349485,0.0,0.0,0.0,0.0
PTK7,0.04349602989257356,0.0,0.0,0.4193792425169358,0.7405639825389552,0.0,0.04727401979548313,0.0,0.0,0.0,0.0
AC124854,0.5977804323547085,0.0,0.0,0.0,0.6031795930245536,0.0,0.0,0.0,0.26762802461781193,0.08108397600685519,0.0
SOHLH1,0.0,0.0,0.0,0.0,0.0,0.0,0.5452534613015882,0.0,0.0,0.0,0.0
LINC01894,0.3909959294955953,0.0,0.0,0.0,0.2365614109447042,0.0,0.011633947613058457,0.0,0.0,0.0,0.0
VWC2L,0.0,0.0,0.0,0.16559190005626478,0.0,0.0,0.6731815457377623,0.0,0.0,0.0,0.0
CDH24,0.5048784492634164,0.0,0.0,0.0,0.0,0.0,0.03440968994367583,0.0,0.04054054054054054,0.0,0.0
POU6F2-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.09066550008202548,0.0,0.5394843408070613,0.0,0.0
MDFIC,0.4320523189062705,0.0,0.2185811281690918,0.4539552635643841,0.4631025803715148,0.3987336195985084,0.0,0.0,0.10772122584829588,0.38807671492355567,0.4919542946028695
POU6F2,0.17863985952576525,0.0,0.0,0.0,0.0,0.0,0.018127631650899548,0.0,0.5933144654620895,0.015638389031705228,0.7082847909968638
LINC02232,0.0,0.850723708423456,0.0,0.0,0.0,0.0,0.2451553961630668,0.0,0.0,0.0,0.0
SEMA3A,0.6908438478826723,0.0,0.0,0.7012967364396602,0.0,0.0,0.017922567944441407,0.0,0.0,0.0,0.0
PCOLCE2,0.0,0.0,0.0,0.0,0.0,0.0,0.20354623503034944,0.0,0.34641637355741817,0.5241389323693479,0.0
BRINP3,0.38867638274206795,0.0,0.0,0.0,0.0,0.0,0.04432110242248592,0.0,0.8622277643973093,0.0,0.0
RXFP1,0.0,0.0,0.0,0.0,0.0,0.0,0.3140530677218438,0.0,0.0,0.0,0.7327744412078419
AC008780,0.0,0.0,0.0,0.0,0.0,0.0,0.6856751803068903,0.0,0.0,0.0,0.0
AC092114,0.0,0.0,0.0,0.0,0.0,0.0,0.1619593153606387,0.0,0.0,0.7412972762910757,0.0
ABCA12,0.36999007222511127,0.0,0.0,0.0,0.0,0.0,0.14964615461839093,0.0,0.0,0.0,0.0
AL356272,0.0,0.0,0.0,0.0,0.0,0.35717759971590696,0.30948706971628703,0.0,0.0,0.0,0.0
GPC5-AS1,0.776844379723256,0.0,0.0,0.0,0.0,0.0,0.005550390988133647,0.0,0.0,0.5370648193817332,0.0
FOXP2,0.0,0.6650160317543972,0.0,0.34404472482648374,0.6940675580039739,0.0,0.024607644774976758,0.0,0.0,0.06383890317052271,0.0
AC124254,0.0,0.0,0.0,0.0,0.0,0.0,0.010348881719254115,0.0,0.9686365255264571,0.0,0.0
OLFML2B,0.0,0.6269091810301588,0.0,0.0,0.0,0.0,0.0,0.031195079086115993,0.0,0.0,0.0
AC009435,0.0,0.0,0.0,0.0,0.0,0.0,0.2198720466990223,0.0,0.0,0.1625022353806108,0.0
NXPH4,0.0,0.0,0.0,0.0,0.0,0.0,0.31173846789908155,0.0,0.11824324324324324,0.0,0.0
SULF1,0.0,0.0,0.6450598984899292,0.5537610184313592,0.0,0.0,0.17738010608629082,0.0,0.0,0.0,0.0
AC105021,0.0,0.0,0.0,0.0,0.0,0.0,0.5793803192917323,0.0,0.0,0.0,0.0
ADTRP,0.0,0.0,0.0,0.1357884079979752,0.0,0.0,0.5688109557574976,0.0,0.0,0.0,0.0
CIDEA,0.08994708994708994,0.0,0.0,0.0,0.0,0.0,0.34021603460423433,0.00935897435897436,0.0,0.0,0.0
SLC5A12,0.46088235977745773,0.0,0.0,0.06333839534295115,0.0,0.0,0.03201728003499754,0.0,0.0,0.0,0.0
AC099520.1,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.2819928036713889,0.0,0.0,0.0,0.0
LGR6,0.0,0.0,0.0,0.7801650037619584,0.0,0.4578083217680333,0.018674468201454585,0.0,0.0,0.0,0.0
AC141930.2,0.0,0.0,0.0,0.14097696785623892,0.0,0.0,0.47008318974525976,0.0,0.0,0.0,0.0
RBM20,0.0,0.0,0.07400887748549448,0.38015547189120535,0.0,0.0,0.16493957456116368,0.0,0.0,0.4634450012091388,0.0
LINC01947,0.0,0.0,0.0,0.0,0.0,0.0,0.6154244550352499,0.0,0.0,0.0,0.0
AC098679.2,0.04499178981937603,0.8703028092573344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCYAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.3905435719046026,0.0,0.0,0.0,0.0
LINC01524,0.0,0.0,0.0,0.25745041810379654,0.0,0.0,0.242965705448969,0.0,0.0,0.0,0.0
CBLN2,0.0,0.0,0.11183125147301437,0.0,0.0,0.0,0.6149789954535664,0.0,0.0,0.0,0.0
IL33,0.9514116129998132,0.0,0.0,0.42765627426668584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNFT1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.3981686902844963,0.0,0.05110880110880111,0.0,0.0
AC008696,0.08839091192032368,0.0,0.0,0.0,0.017638514214567337,0.0,0.10742604035653743,0.0,0.0,0.0,0.0
AC093607,0.0,0.0,0.0,0.0,0.0,0.0,0.6470531676602163,0.0,0.0,0.0,0.0
AC092440,0.0,0.0,0.0,0.0,0.0,0.0,0.7025287224973522,0.0,0.0,0.0,0.0
SLC4A11,0.3844540761852174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6842239729456354,0.0
LINC02552,0.0,0.0,0.27888322409051186,0.0,0.0,0.0,0.21096954120413408,0.0,0.0,0.0,0.0
AL355838,0.0,0.0004751045229950589,0.0,0.0,0.07875077816974475,0.0,0.17505605074643188,0.0,0.0,0.0,0.0
NOX4,0.0,0.0,0.0,0.0,0.03450828288543546,0.0,0.0,0.7941540693097858,0.0,0.0,0.0
AL132671,0.0,0.0,0.0,0.0,0.0,0.0,0.17445453054082136,0.0,0.0,0.6297033732414088,0.0
LINC02458,0.0,0.0,0.40149606385989434,0.0,0.0,0.0,0.14883523814731778,0.0,0.0,0.0,0.0
LINC01794,0.0,0.0,0.0,0.0,0.0,0.0,0.6996629562989782,0.0,0.0,0.0,0.0
HTR3B,0.0,0.0,0.0,0.038154897494305236,0.0,0.0,0.36766876105570456,0.0,0.0,0.0,0.0
GEM,0.8852582179889573,0.0,0.0,0.4893690944005176,0.0,0.0,0.0,0.0,0.0,0.1830846767898588,0.0
AP005059.1,0.0,0.0,0.0,0.0,0.28575596639766354,0.0,0.22741565046207687,0.0,0.0,0.30816176491460134,0.0
USP43,0.0,0.0,0.0,0.8016293826099504,0.0,0.0,0.07799256302291245,0.0,0.7872507182153609,0.0,0.0
SLCO2A1,0.0,0.0,0.6388447503828389,0.0,0.0,0.0,0.21881664570459888,0.0,0.0,0.0,0.0
AP003555,0.0,0.0,0.0,0.0,0.0,0.0,0.25222822444022797,0.0,0.0,0.17818764034024692,0.9398661587748999
LINC01814,0.8075236776985747,0.04555063637479201,0.0,0.0,0.0,0.45876913661205315,0.0,0.0,0.0,0.0,0.0
CFP,0.0979614067849362,0.0,0.0,0.0,0.0,0.0,0.3121135280927586,0.0,0.0,0.0,0.0
