gene,astrocyte,central nervous system macrophage,endothelial cell,fibroblast,leukocyte,neuron,oligodendrocyte,oligodendrocyte precursor cell,pericyte,vascular associated smooth muscle cell
AC106865,0.0,0.9317155619285944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LST1,0.0,0.957559385189392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAL1,0.0,0.9765842008665332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGFBR2,0.0,0.4854473785570886,0.4217569563105533,0.4629620686850613,0.4904890416049085,0.0,0.111165631485322,0.0181940700808625,0.4645229901539049,0.0
MYOF,0.0,0.7775472965474481,0.2381042861107979,0.0,0.0,0.0,0.0,0.0,0.3687008702461329,0.0
CD86,0.0,0.9896055095031576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM177B,0.0,0.9822081829362324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01468,0.0,0.9733986747897472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGS1,0.0166476136038868,0.906716163721364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPP1,0.0,0.4656522398257658,0.0,0.0,0.0,0.0,0.7117341326025766,0.0,0.0,0.351676109182548
AL162414,0.0,0.8454348655524118,0.0,0.0,0.0,0.0,0.0,0.0,0.555616830159643,0.0
CD74,0.0,0.6409450852730803,0.2355295513092956,0.0,0.547012152086606,0.0,0.0,0.0,0.0,0.3975201571474154
SCIN,0.0,0.93950117366102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIMAP8,0.0,0.9765650027326184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKZF1,0.0,0.8512981417222163,0.0,0.0,0.7894959498021117,0.0,0.0,0.0,0.0,0.0
TREML1,0.0,0.92051121891817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGB2,0.0,0.7029206094774214,0.0,0.0,0.8825301937771772,0.0,0.0,0.0,0.0,0.0
HLA-DPA1,0.0,0.7318785624251934,0.0,0.3215799800736056,0.6194147038079967,0.0,0.0,0.0,0.0,0.0
ITGAX,0.0,0.859861149333144,0.0,0.0,0.6153596146099004,0.0,0.0,0.0,0.0,0.0
SIGLEC8,0.0,0.9443244338426884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOC2,0.2251618043788856,0.9337296389551007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FYB1,0.0,0.8571825468873361,0.0,0.0,0.7503030663172802,0.0,0.0,0.0,0.0,0.0
HLA-DQA1,0.0,0.8570004302857461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK8,0.0,0.7576124537405826,0.0,0.0,0.7223718552202942,0.0,0.0,0.0,0.0,0.4336822480894086
CDKN2A,0.0,0.2544403773916727,0.6380671135731464,0.0,0.0,0.0,0.3115733962452577,0.1300249698212425,0.0,0.0
SAMSN1,0.0,0.8656533736118359,0.0,0.0,0.4658526975816023,0.0,0.0,0.0,0.0,0.0
HLA-DRB6,0.0,0.9175069473992228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLR1,0.0,0.9159509245589256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QC,0.0,0.9743898370915977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELPLG,0.0,0.8087757736605206,0.0,0.0,0.8089493630604278,0.0,0.0,0.0,0.0,0.0
S1PR1,0.6520519761906567,0.038038385657333,0.7781843188070589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QB,0.0,0.9719020232333976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNC2,0.3437504859193968,0.654665239877013,0.2786337940515738,0.1715313078221264,0.6069580112049782,0.0,0.0,0.0,0.0,0.0
CD84,0.0,0.8686693036948744,0.0,0.0,0.624304574250888,0.0,0.0,0.0,0.0,0.0
HLA-DRA,0.0,0.8921089206428664,0.3175760141728322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPED1,0.1218900706582551,0.7241740589637266,0.0,0.516064213403196,0.0,0.0,0.0,0.0,0.0,0.5353824211225682
TNFAIP2,0.0,0.6566715929626273,0.0,0.6861151592918638,0.0,0.0318920210224558,0.0,0.0,0.0,0.0
STAB1,0.0,0.8426575712975051,0.5278048186449061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCF4,0.0,0.8817877907287877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS4A6A,0.0067162046298942,0.9240596878812316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC087672,0.0,0.728014659322896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FCGR2A,0.0,0.9261572725885958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOP,0.101632173872899,0.058667889878715,0.3095837381061834,0.0486005774587747,0.0,0.0,0.6522775866996462,0.3327662758586476,0.2097258398154362,0.0
RNASE1,0.0,0.0291376912378303,0.4107218932459555,0.0,0.0,0.0,0.8022658707526656,0.0,0.0,0.0
FLI1,0.0,0.5678194975617431,0.6853428984439944,0.3885395274597913,0.469888902692492,0.0,0.0,0.0,0.4203366554418621,0.0
MRC1,0.0,0.9452374488679602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00278,0.4785366916305182,0.4585416261578302,0.282960074940802,0.402733525141823,0.5326453181989321,0.0,0.0,0.0,0.4089014473986343,0.0
MS4A4A,0.0,0.8426945967385959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS4A4E,0.0,0.5542931975578799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIGLEC1,0.0,0.6926281101753579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSF1R,0.0,0.9093821243750926,0.0,0.0,0.0,0.0,0.0,0.0,0.3463791314158623,0.0
FGD3,0.0,0.795828087162414,0.0,0.0,0.0,0.0,0.0,0.2951516930420739,0.0,0.0
TSPAN2,0.0,0.0,0.6506688764944457,0.0,0.3870114023524231,0.2236536755170295,0.0,0.0,0.0,0.0
AC005005,0.0,0.0,0.9567978689655628,0.0,0.0,0.0,0.017537122375832,0.0,0.0,0.0
HCP5,0.0008573878250928,0.3143979654140199,0.842432455069702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KYNU,0.0,0.7597000654197381,0.8475724684826331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHE,0.3584854153063435,0.0750566607673416,0.9777752817102122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC125807,0.0,0.0,0.9613322624874489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EMCN,0.0,0.0,0.8840948153560477,0.1342852168520363,0.0,0.1995768206948331,0.0,0.0,0.2538205375137138,0.0
SULT1B1,0.0,0.0,0.9679102381717288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLF4,0.3606891238070189,0.0,0.9710959134135152,0.0,0.0,0.0,0.0,0.1614453282181028,0.0,0.0
PI16,0.2505202275663746,0.0,0.7346828747822898,0.0,0.0,0.0,0.6968586383893332,0.0,0.0,0.0
IFI44,0.3459374546851911,0.3427057157400515,0.6762888913358616,0.4277776224558264,0.0,0.0,0.0,0.4830812924776346,0.3984606052722089,0.0
MECOM,0.0,0.0,0.95844242840218,0.0,0.0,0.0,0.0,0.0,0.6512128830081048,0.0
VNN2,0.0,0.0,0.9601971999791886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VWA2,0.0,0.0,0.9004181646931186,0.0,0.0,0.1278411029963825,0.0,0.0073035349108968,0.0,0.0
ANXA1,0.0,0.0,0.5401343646408552,0.1845729295866289,0.4030914778759555,0.2024776465770254,0.0,0.0,0.0,0.3896096038316285
SFT2D2,0.1601438906024725,0.3710580457755332,0.6481814681571093,0.143344228462211,0.0,0.0,0.3528101635858244,0.2509618617675105,0.0,0.0
CLDN5,0.2454042120126145,0.0,0.9281929574773452,0.0,0.0,0.0,0.0,0.0,0.5898756816228957,0.5662400397659924
STARD8,0.0,0.0435710773719807,0.6472983440762053,0.0,0.0,0.0054603781311855,0.0,0.0,0.7025928389904246,0.0
TNFSF10,0.0253643898256644,0.4518827165463064,0.9197911283749308,0.0,0.0,0.0,0.0,0.0,0.5430851975438354,0.0
FOXQ1,0.0,0.0,0.8391173322844068,0.5368357986540555,0.0,0.1434031806702614,0.0,0.0,0.0,0.0
IFITM2,0.2603253276317183,0.0719183044621437,0.5086513306394052,0.4839677670238507,0.4711230784954781,0.0,0.0,0.0,0.5255278233101169,0.55675037488206
FOXL2,0.0,0.0,0.817519119859004,0.0,0.0,0.0,0.0,0.0,0.5500556276299832,0.0
FOXC1,0.0965990282937982,0.0,0.7742810377301251,0.4925703015392123,0.0,0.0,0.0,0.0,0.4706376260573145,0.6206110612125685
ENG,0.0,0.432249048532579,0.8426876443724873,0.4482592362904373,0.0,0.0,0.0,0.0,0.5046529835327905,0.0
FLT1,0.0,0.0674488226326016,0.9625872568799816,0.0,0.0,0.1177052760903692,0.0,0.0,0.0,0.0
ATP10A,0.0,0.0,0.7661995181031744,0.097026163559098,0.2139120910905391,0.1794246126544263,0.0,0.0,0.1282849060378411,0.5090436508867684
TM4SF18,0.0,0.0,0.9516623680117232,0.0,0.0,0.0,0.0810291858678955,0.0,0.6565435799794088,0.0
ABCG2,0.0,0.4282882600325282,0.9431091380913744,0.0,0.0,0.0,0.0,0.2959785083150056,0.3506967952640982,0.0
ADGRG6,0.0,0.4155896691903166,0.773133935484112,0.0,0.0,0.1216640502354788,0.0,0.0,0.0,0.0
AC110799,0.0,0.0,0.9686756620020952,0.0,0.0,0.0082076308784383,0.0,0.0,0.0,0.0
TAGLN2,0.0,0.0,0.773121098002132,0.3621413757345316,0.0,0.0,0.0,0.0,0.5459059127673771,0.4944297864406227
CAVIN2,0.0,0.0,0.8687897061548961,0.4869957402248835,0.0,0.0,0.0,0.0,0.7553458782429963,0.0
SH3BP4,0.1694835024865211,0.0,0.5627751184566178,0.0568181818181818,0.0,0.0,0.6802121891261403,0.3906516131165974,0.0,0.0
ANO2,0.0,0.0,0.7496735068813027,0.813661096897139,0.0,0.0,0.0,0.4029566914160039,0.0,0.0
TANC1,0.0859386950227027,0.3166656036322338,0.2931546586463818,0.200346551513796,0.0,0.0,0.3860825011477509,0.4392463027577045,0.1712716451976265,0.0165710643722116
ZNF366,0.0,0.0,0.9749939853451112,0.0,0.0,0.0460036857552385,0.0,0.0,0.0,0.0
ELN,0.3195994029263527,0.0,0.3304647713710259,0.5951521676413293,0.0,0.0,0.0310992419021364,0.2186051350740551,0.0,0.0
IRAK3,0.0,0.5124326497498651,0.636184384810569,0.4115203279721844,0.0,0.0,0.0,0.0,0.2995272327161169,0.0
ADGRF5,0.0,0.0,0.8804013400821866,0.0,0.0,0.2171694764862466,0.0,0.0,0.3927653514185281,0.0
SRGN,0.0,0.5679807201508751,0.8556706214756257,0.0,0.5587253657408406,0.0,0.0,0.0,0.0,0.0
IL4R,0.0,0.6461511064209777,0.6246751405650622,0.3980926323173583,0.0,0.0,0.0,0.0,0.0,0.0
C22orf34,0.0,0.1187352697485995,0.7481065460278548,0.0,0.7288769188584147,0.0,0.0,0.3963276999652737,0.0,0.0
IFI27,0.0,0.0,0.9331242740168622,0.4139580071572355,0.0,0.0,0.0,0.0,0.593079117343985,0.0
PCAT19,0.0,0.0,0.9556169030488656,0.0,0.0,0.0,0.0,0.0,0.4616832411748377,0.0
PGR-AS1,0.0,0.0,0.9435821383378196,0.4441454779284683,0.0,0.0,0.0,0.2765662637320236,0.0,0.0
COBLL1,0.0,0.0,0.503328499854875,0.3605402746995791,0.0,0.2118456078083407,0.0,0.0,0.5070323834002751,0.3961222189881496
DSP,0.0,0.0,0.9406618883939364,0.0,0.0,0.1524810593133574,0.0,0.0,0.0,0.0
SLC38A5,0.0,0.0,0.987733706816068,0.0,0.0,0.0101016995426933,0.0,0.0,0.0,0.0
BST2,0.3632460241396921,0.4379157135479301,0.6899795004398115,0.4657170706167015,0.0,0.0,0.0,0.0,0.4538934254575414,0.4517242802316464
XAF1,0.4734734717842502,0.4521292063653263,0.6629272333049243,0.4464714523901507,0.3277315784126247,0.0,0.0,0.0273889449285907,0.4492075130307268,0.0
SMAD6,0.4297552358455371,0.4914398238149362,0.9012419930411008,0.3178647495984221,0.0,0.0,0.0,0.0,0.0,0.0
IL18R1,0.0,0.157200654664079,0.678008027443732,0.0,0.8013331635828778,0.0,0.0,0.0,0.0,0.0
ANXA3,0.0,0.0,0.9906590114654767,0.0,0.0,0.0229506518326394,0.0,0.0,0.0,0.0
SLCO2B1,0.0,0.7629995228303387,0.7572498362178317,0.4172291680168794,0.0,0.0,0.0,0.0,0.0,0.0
SLC12A7,0.335786756690982,0.3414537604791458,0.0,0.3069736026107643,0.0,0.0,0.0,0.2135863663673595,0.9643430478167088,0.0
IGFBP7,0.4936535009279629,0.0,0.4244531229671006,0.4348043451739493,0.0,0.0,0.0,0.1419641823623766,0.688781499345654,0.4758177759734787
GGT5,0.0,0.0,0.4368074589516961,0.5663388766652677,0.0,0.0,0.0,0.0,0.9493707114555248,0.0
SMOC2,0.0,0.0,0.0,0.0,0.0,0.1476691010852501,0.0,0.0,0.9042720092252998,0.4962443044263113
IFITM3,0.4566362818128792,0.0,0.6150443944881416,0.4310140094752038,0.0,0.0,0.0,0.0,0.7763353819290107,0.4806090214673706
ATP1A2,0.4879098583206698,0.0,0.0,0.4299292409670401,0.0,0.0,0.0,0.4454598195337864,0.7540544540735608,0.349424666767542
NOTCH3,0.2480378047400179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9185804038105724,0.8490289170871455
SLC6A13,0.0,0.0,0.0,0.702762521665649,0.0,0.038615111596478,0.0,0.0,0.9240886078824504,0.0
CYSLTR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974271593467788,0.0
REM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996797241930806,0.0
SLC6A12,0.0,0.0,0.0,0.7484131372357605,0.0,0.0,0.3880020947115943,0.106259542826275,0.9314934823931782,0.0
OR7C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9871593410738484,0.0
SMPX,0.0,0.0,0.0,0.0,0.0,0.1912326803631151,0.0,0.0,0.8670653967527262,0.0
TBX2,0.3564666273873031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.932099345712812,0.8196969151847395
COLEC12,0.456669685946301,0.0093880389429763,0.0,0.7612162566719588,0.0,0.0,0.2256563441424827,0.0,0.9154666854045836,0.0
CASQ2,0.0,0.0,0.0,0.0,0.0,0.0,0.1128940949670813,0.0,0.0,0.9802311605499068
FHL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7010171829907852,0.9714824456841952
ADIRF,0.3489555640950135,0.0208147818343722,0.5663021145720091,0.3964642087391472,0.0,0.0,0.0,0.0,0.4759694112311459,0.8911303446972467
VIM,0.4830477111674613,0.0,0.4248892476429209,0.430511274679246,0.540226125140601,0.0,0.0,0.0,0.4336291547298409,0.7214608948137495
TDRD1,0.0,0.0,0.0,0.3274815223358613,0.0,0.1910620435465156,0.0,0.0,0.0,0.9168654270581432
EBF1,0.0983739072765141,0.0,0.550045678298644,0.4928432728086049,0.0,0.0,0.0,0.0,0.7449943254394789,0.7342468890244929
ACTA2,0.0,0.0807371349095966,0.0,0.34562242024359,0.0,0.1492901508429458,0.0,0.0,0.2400875869727421,0.9157421438509082
EPS8,0.3940809623379772,0.3481748421239056,0.210914663763867,0.236000182997499,0.0,0.0,0.1178346289420965,0.3926807555989174,0.5356325475998944,0.5056621038170748
MYL9,0.0,0.0,0.0,0.4502659817815823,0.0,0.0,0.0,0.0,0.6384036164221036,0.9734765717772688
CRISPLD2,0.0,0.0,0.0,0.4086946686728614,0.0,0.0,0.0,0.4836118322777658,0.3777506437755551,0.8687553903650189
TAGLN,0.0,0.0,0.0,0.0,0.0,0.0659681932973858,0.0,0.0,0.0,0.9396651234503376
CARMN,0.0,0.0,0.0,0.5891202390750347,0.0,0.0,0.0,0.0,0.8876209867455542,0.8010904633647243
CD9,0.3608775249275897,0.0,0.0,0.0,0.0,0.0,0.5411119532820001,0.4444862445499093,0.5084301766718278,0.7309840803588714
CAVIN1,0.0,0.0,0.3720794012542175,0.4122190225900246,0.0,0.0,0.3981559850843548,0.0,0.0,0.9312981011375328
COL15A1,0.0,0.0,0.0,0.8897726659481923,0.0,0.0,0.0,0.3291000391359229,0.0,0.6767138578238417
EFCC1,0.0,0.0,0.0,0.9517735875503756,0.0,0.1327213159511296,0.0,0.0,0.0,0.0
TBX18,0.0,0.0,0.0,0.8820215614807377,0.0,0.0,0.0,0.0,0.0,0.8910810004047569
AC092958.1,0.0,0.0,0.0,0.8939355004048357,0.0,0.0,0.584289463409542,0.0,0.4607700678768269,0.0
ITIH5,0.0,0.332646355071665,0.0,0.7149964770812313,0.0,0.0,0.0,0.0,0.8493885824064416,0.6411209361800211
ZIC1,0.464753230090805,0.0,0.0,0.6918947371825637,0.0,0.0,0.4650659378933539,0.3963993572889278,0.3006015470323253,0.3401957210522213
FMO2,0.3077082546570816,0.0,0.0,0.9921954835243664,0.0,0.0,0.0,0.3391596249565922,0.0,0.0
ISM1,0.0,0.0,0.0,0.8809908188672929,0.0,0.173486451436762,0.0,0.0,0.3876683189080869,0.0
KCNK17,0.0,0.0,0.0,0.9874113387206196,0.0,0.0,0.0,0.0,0.0,0.0
MFGE8,0.4474417827880931,0.0,0.2896176848149465,0.3323468412598361,0.0,0.0,0.0,0.0,0.4039820439528143,0.2233654758793347
LEF1,0.0,0.0,0.756961477783822,0.6283928335690449,0.0,0.0,0.0,0.0,0.506089243406739,0.4498151001187578
MCOLN3,0.0,0.0,0.0,0.9300369462618426,0.0,0.1167155825540918,0.0,0.0,0.0,0.0
LINC00887,0.0,0.0,0.0,0.6985103913658763,0.0,0.175755921097536,0.0,0.0,0.0,0.0
COL6A2,0.0,0.0,0.0,0.8523872366544925,0.0,0.0,0.0,0.0,0.9055321725276172,0.0
AC092957,0.0,0.0,0.0,0.7878021222625579,0.0,0.0,0.0,0.0,0.7235489171580074,0.7147367118494956
WDR86,0.0,0.0,0.0,0.887719367005564,0.0,0.1383693945805747,0.0,0.0,0.0,0.0
C7,0.0,0.0,0.0,0.961145559952392,0.0,0.0,0.0,0.0,0.5304722010691876,0.0
CXCL12,0.0,0.2940820150674294,0.2937357968098117,0.6079972446620061,0.0,0.0,0.0,0.3422126403518926,0.0,0.3360507230252239
SLC7A11,0.5093465313280694,0.0,0.0598737650814027,0.7477916578173898,0.0,0.0,0.0,0.0,0.3804571778504936,0.0
MGP,0.0,0.0,0.0,0.6527091558130984,0.0,0.0583919186403658,0.0,0.0,0.0,0.797869474600757
NKD1,0.2800479145153118,0.0,0.4329364233916987,0.8068688086524397,0.0,0.0,0.3457982523838107,0.478420121376482,0.3999122415412376,0.0
ABCA8,0.0,0.0,0.0,0.7768804523381423,0.0,0.0,0.7626186840858272,0.0,0.4978367039757551,0.0
ISLR,0.0,0.0,0.0,0.939737176456724,0.0,0.032949969285373,0.0,0.0,0.4157985590490184,0.0
AL357060,0.0711979195357256,0.1366395149095223,0.0,0.5104740851115854,0.0,0.0,0.0257296466973886,0.0,0.6050352615809289,0.0
VIT,0.0,0.0,0.0,0.9582488165564376,0.0,0.1746809091529588,0.0,0.0,0.0,0.0
COL1A2,0.0,0.0,0.0,0.8696725219005698,0.0,0.0,0.0,0.0,0.7279027442526255,0.5218497442032235
PARP9,0.4069588057273459,0.3996013311255243,0.3104746901319271,0.4050653453569468,0.2916930497447267,0.0,0.0396352092929536,0.406859948516969,0.4058554010625622,0.3743443104025384
LINC02058,0.0,0.0,0.0,0.9593840961859278,0.0,0.0,0.0,0.467171299588246,0.4038035974562365,0.0
FOXF2,0.0,0.0,0.0,0.9039924435479284,0.0,0.1472937000887311,0.0,0.0,0.0,0.0
AC093772,0.1459089383735475,0.0,0.0,0.9831289388736976,0.0,0.0,0.0,0.0776055705300988,0.0,0.0
AEBP1,0.4696491429918701,0.0,0.3193099417994466,0.689926790624498,0.0,0.0,0.0,0.1937490009315452,0.0,0.5119805504666932
A4GALT,0.2775648136618898,0.0,0.0,0.7959905590474927,0.7462038237828513,0.0,0.0,0.0,0.435423374201871,0.0
LINC02147,0.0,0.0,0.6733848257234605,0.7194516662286066,0.0,0.0,0.0,0.0,0.7708563511053734,0.0
FBLN1,0.4965049472664012,0.0,0.0,0.935647853473233,0.0,0.0,0.0,0.0,0.2914119158346613,0.0
AC087477.2,0.0,0.0,0.0,0.7776044194740583,0.0,0.1948843082383455,0.0,0.0,0.0,0.6590071865079177
CSF1,0.3880288776850022,0.0,0.0,0.7923889724423875,0.4446673484967558,0.0,0.2690759555269014,0.1759855638053346,0.3943631574123623,0.0
BMP5,0.0,0.0,0.0,0.9911778039695582,0.0,0.0,0.0,0.0,0.0,0.0
APOD,0.0,0.0,0.0,0.4069594965535471,0.0,0.0,0.4648553992638161,0.4813670288117562,0.3512804555358785,0.4072091697594894
CYTL1,0.0,0.6216388929164547,0.0,0.9375564079598456,0.0,0.0,0.0,0.0,0.0,0.0
ANXA2,0.0,0.0,0.0,0.4913726022640333,0.0,0.0375912906968807,0.0,0.0,0.3397074011768798,0.7448981550564449
UACA,0.3913461326360764,0.1786827641041963,0.5215613393068852,0.5424815221204689,0.0,0.0,0.4325688835815333,0.0525468666457206,0.4335435397258546,0.3514192470115685
BGN,0.2219473383309251,0.0,0.0,0.6055504637292927,0.0,0.0,0.0,0.4735811849916491,0.6489389841239821,0.815036175465228
DIO3OS,0.0790644648847673,0.0,0.0,0.7514795887888355,0.0,0.0,0.0,0.0,0.8729885986396044,0.0
CLEC1A,0.0,0.4098038918206622,0.0,0.9770909358086316,0.0,0.0,0.0,0.0,0.0,0.0
PEAR1,0.0,0.0,0.4619536108629468,0.8073847347006214,0.0,0.0,0.0,0.0,0.8449557719593271,0.0
