gene,astrocyte,central nervous system macrophage,endothelial cell,ependymal cell,fibroblast,leukocyte,neuron,oligodendrocyte,oligodendrocyte precursor cell,pericyte,vascular associated smooth muscle cell
MAFB,0.0,0.6175413677826357,0.0,0.29211289017939235,0.026546016300656096,0.0,0.0,0.0,0.0,0.0,0.0
EFHD2,0.0,0.4309860206979288,0.13372450088972315,0.22696467432411122,0.0,0.0,0.03961947805802595,0.0,0.0,0.5625051098907312,0.0
ID2,0.7124161788109971,0.2246055468978877,0.27284857843985605,0.4505861531093579,0.0,0.0,0.0,0.0,0.22765737086325014,0.17422326132676144,0.0
TMEM233,0.0,0.0,0.0,0.0,0.0,0.0,0.4404921040621299,0.0,0.0,0.0,0.0
CA3-AS1,0.2973120466324268,0.0,0.0,0.19736897764793135,0.1548981183685576,0.0,0.0,0.28774190767493696,0.0,0.4303363667896982,0.0
AL356272,0.0,0.0,0.0,0.0,0.0,0.0,0.06728386062108178,0.0,0.2659554177001921,0.0,0.3906430760867282
PLS3-AS1,0.3778770937907578,0.0,0.0,0.22879739403769128,0.0,0.0,0.0,0.7606808834572442,0.0,0.0,0.0
NXPH2,0.0,0.0,0.0,0.0,0.0,0.0,0.48700696562462165,0.0,0.0,0.0,0.0
ZNF442,0.3097838510841465,0.0,0.0,0.18404897150505523,0.0,0.0,0.0,0.0,0.2412616490915832,0.7371428617266275,0.0
TMEM255A,0.09006944701538261,0.19533845296720959,0.0,0.40163031125996296,0.0,0.0,0.0,0.0,0.8444163135837931,0.0,0.0
PDGFRA,0.0,0.0,0.0,0.0,0.7634430331774464,0.0,0.0,0.0,0.9045089443630718,0.0,0.0
LCP2,0.0,0.4557257050722817,0.4237473985027801,0.0,0.0,0.8207261389336664,0.0,0.0,0.0,0.4331022751089494,0.0
SERTM1,0.0,0.0,0.0,0.1892026993251687,0.0,0.0,0.25566220590872335,0.0,0.0,0.0,0.0
COL4A2,0.3772019126445798,0.0,0.21497353018180526,0.04121560667568787,0.5646498550926105,0.0,0.0,0.0,0.31296037069350036,0.6424647888553539,0.6197028895595657
ITGA8,0.0,0.0,0.0,0.3967178948510651,0.29170988081752314,0.0,0.0,0.0,0.4260895209791993,0.23180538190303884,0.8375536819334162
ITGB5,0.4644595593373083,0.4734604959805493,0.2859212961113996,0.4324680775050727,0.2972215515487243,0.0,0.0,0.0,0.3884502137673443,0.3340424980908261,0.0
AL161629.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5777188731002929,0.0,0.0,0.0,0.0
ADRA1A,0.6334592059313855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763144476230389,0.0,0.0
NDNF,0.4416349902507315,0.0,0.0,0.38791988476127504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL14,0.9142972463430199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPPED1,0.0,0.0,0.0,0.0,0.0,0.0,0.5141178855947655,0.0,0.0,0.0,0.0
AC008780,0.0,0.0,0.0,0.0,0.44112370221464664,0.0,0.21925572240851435,0.0,0.0,0.0,0.0
DDR2,0.4370598817913207,0.0,0.0,0.27242506127932753,0.4212189028141216,0.0,0.0,0.0,0.0,0.7666711130857898,0.42800630487224706
LINC01416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44363655642173816,0.8462326047368657,0.0,0.0
ADARB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35464622838747106,0.728521035337495,0.23547279936773668,0.0
CCK,0.0,0.0,0.0,0.0,0.0,0.0,0.15273727948680565,0.0,0.0,0.0,0.734108231123661
CYP27C1,0.0,0.3479483549234188,0.0,0.0,0.0,0.0,0.0,0.0,0.39108504292029483,0.0,0.0
LINC01013,0.07564921886282597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8691329068179726,0.0,0.0
LINC00403,0.0,0.0,0.0,0.0,0.0,0.0,0.4313177861287858,0.0,0.49360134242224796,0.0,0.0
ZIC4,0.3193452979514432,0.0,0.0,0.10664258254604744,0.5282823698362669,0.0,0.0,0.45915918369482134,0.22306708357021035,0.22758271480916692,0.0
AC092958.1,0.0,0.0,0.0,0.0,0.8951860570493524,0.0,0.0,0.5949862941986157,0.0,0.2163978866990604,0.0
CLIC4,0.3960267748895442,0.0,0.49826980217572125,0.289502636241038,0.2045433320881584,0.0,0.0,0.47517599692007806,0.3933548314835722,0.31307807216396333,0.29753193029674785
FREM2,0.8615464778482935,0.0,0.0,0.7591258490602147,0.0,0.0,0.0,0.00017297047970479704,0.0,0.0,0.0
ABCC3,0.0,0.3604379555085301,0.0,0.32529990448536084,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM180A,0.0,0.04183385657462702,0.0,0.0,0.8590101022908891,0.0,0.05374325703455314,0.0,0.0,0.0,0.0
DDX60L,0.2978376686855063,0.4615221964058295,0.7205277328970187,0.19919655226479474,0.30644919635599044,0.0,0.0,0.0,0.4676991105972531,0.2847568523483843,0.0
SALL1,0.4032892944133875,0.5005745386591534,0.0,0.31003655609029845,0.4896446509019557,0.0,0.0,0.4550215909628783,0.19781673463047245,0.0,0.0
ARSJ,0.8804922347962154,0.0,0.0,0.3850850530857607,0.611584506857707,0.0,0.0,0.0,0.0,0.0,0.0
WNT5A,0.028257542632269348,0.5429962093169016,0.0,0.21031482470043134,0.5496377653308114,0.0,0.0,0.0,0.6344287414894059,0.0,0.0
LRAT,0.7708947132403035,0.0,0.0,0.6259178330868006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOX5-AS1,0.5033891670858749,0.0,0.0,0.539273527511279,0.0,0.0,0.0,0.0,0.35648184948009354,0.0,0.0
TAC3,0.0,0.0,0.0,0.0,0.0,0.0,0.19029741944889925,0.0,0.0,0.0,0.5059505485960828
CER1,0.0,0.0,0.0,0.0,0.0,0.0,0.6500543438326204,0.0,0.0,0.0,0.0
CBLN1,0.0,0.0,0.0,0.0,0.0,0.0,0.5089501919376587,0.0,0.11301233585356148,0.0,0.0
SLC22A3,0.030389156099693924,0.0,0.0,0.0,0.028593784957274302,0.0,0.0,0.0,0.7481292126477865,0.5010549417242083,0.0
GFRA2,0.0,0.0,0.0,0.0,0.08745749905553457,0.0,0.2616054941181601,0.0,0.0,0.0,0.0
NPR3,0.05638200183654729,0.0,0.0,0.0,0.0,0.0,0.4010027799430335,0.0,0.0,0.0,0.0
ADAMTS18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7267218614989868,0.0,0.0,0.0
AC007614.5,0.0,0.0,0.0,0.0,0.0,0.0,0.40543113503092687,0.01178400954653938,0.0498408276959809,0.0,0.0
CALB2,0.0,0.0,0.0,0.0,0.1414809217982622,0.0,0.18466613208922583,0.0,0.0,0.0,0.0
IGF1,0.0,0.7371524460399598,0.0,0.0,0.0,0.0,0.1202799241871993,0.0,0.0,0.0,0.0
AL353784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9752011015452942,0.0,0.0
PRSS12,0.0,0.0,0.2475784437472104,0.48118599682282553,0.19824880662435138,0.0,0.14008966321621227,0.0,0.0,0.0,0.0
PDGFD,0.0,0.0,0.0,0.0,0.22748243175681246,0.0,0.0496792535355008,0.04818059299191375,0.0,0.0,0.0
PTHLH,0.0,0.11331967213114755,0.0,0.0,0.0,0.0,0.30724509593217886,0.0,0.0,0.0,0.0
LINC01885,0.0,0.0,0.0,0.0,0.0,0.0,0.6350105715243518,0.0,0.0,0.0,0.0
MAF,0.1646817884524242,0.7192965719834818,0.0,0.05469619661249809,0.0,0.0,0.0,0.0,0.31672475454545346,0.3025775654599724,0.19421203372783463
HAPLN1,0.0,0.0,0.0,0.0,0.0,0.0,0.023254118676191864,0.0,0.726710336864542,0.0,0.0
AP002989,0.0,0.0,0.0,0.0,0.1781261805817907,0.0,0.1913179763813967,0.0,0.0,0.0,0.0
KMO,0.0,0.11649590163934426,0.0,0.0,0.0,0.0,0.297649820871379,0.0,0.0,0.0,0.0
IL1RAPL2,0.0,0.0,0.0,0.0,0.0,0.0,0.1819142732176702,0.0,0.0,0.0,0.43286149209248065
LINC02552,0.0,0.04436475409836066,0.0,0.0,0.0,0.0,0.34248048358396416,0.0,0.0,0.0,0.0
KCNC2,0.0,0.0,0.0,0.0,0.0,0.0,0.4481658496141099,0.0,0.0,0.0,0.0
AC092376,0.0,0.0,0.0,0.12815546113471632,0.0,0.0,0.2136331259404812,0.0,0.0,0.0,0.0
PPP1R1C,0.12341597796143251,0.0,0.0,0.0,0.0,0.0,0.2081136969085886,0.0,0.0,0.0,0.0
ADAMTS9-AS2,0.41496553664345653,0.0,0.2936183997408487,0.3139138443231502,0.3711337570977503,0.0,0.0,0.0,0.3682328115009701,0.5636335416606495,0.3545974460459745
PXDC1,0.3608539227958111,0.34029439891085767,0.3912461005276213,0.42725761043038296,0.14517898377526922,0.0,0.0,0.0,0.45097536107260466,0.0,0.60349153396353
RASGRF2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.19979325902474573,0.22041594027623207,0.0,0.0,0.0
TACR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684963393252917,0.0,0.0,0.0
RNF182,0.6479518767881526,0.0,0.0,0.8448617774068368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHODL,0.02475209763539283,0.0,0.0,0.06566479769795913,0.0,0.0,0.0,0.5369152976952543,0.0,0.0,0.0
TLL2,0.0,0.0,0.0,0.0,0.0,0.0,0.017531710161831172,0.49391460039778623,0.0,0.0,0.0
AFF2,0.0,0.0,0.0,0.0,0.0,0.0,0.02117655634932206,0.0,0.815404844590204,0.0,0.0
TOX,0.5286600440016347,0.0,0.22396328394371445,0.3081505298920353,0.0,0.0,0.0,0.0,0.6021304178445245,0.0,0.027581329561527583
SLC27A6,0.0,0.0,0.0,0.9015661106896287,0.0,0.0,0.0,0.07885074233224543,0.20217387742952161,0.0,0.0
MCUB,0.0,0.3105521261636584,0.16244924584315135,0.3311128346926541,0.16881155643831372,0.0,0.0,0.0,0.0,0.0,0.0
CRHR2,0.0,0.0,0.0,0.0,0.0,0.0,0.5462140157033285,0.0,0.0,0.0,0.0
CORT,0.0,0.0,0.0,0.0,0.0,0.0,0.15800408222773,0.0,0.0,0.0,0.691145737994666
FBN2,0.0,0.0,0.0,0.14504176558030638,0.0,0.7215096966869119,0.0,0.0,0.5510508659159891,0.0,0.0
TOX3,0.0,0.0,0.2988736318486484,0.0,0.0,0.0,0.0,0.27994005093078506,0.8514866896868454,0.0,0.0
RAB3B,0.0,0.0,0.0,0.0,0.0,0.0,0.4220165944016354,0.0,0.0,0.0,0.0
CHRM3-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.6802719549260997,0.0,0.0,0.0,0.0
VWC2L,0.0,0.0,0.0,0.47400991368664847,0.0,0.0,0.12135515381250911,0.0,0.0,0.0,0.0
ISG20,0.0,0.0,0.5392345718456986,0.1058820797681892,0.0,0.7632145752246555,0.0,0.37679527767180143,0.19622563565242174,0.0,0.7954627156077829
LMCD1,0.22727247030524733,0.0,0.7805557235082159,0.37856997200301445,0.15992190576556492,0.0,0.0,0.24243624009335532,0.2959896794239244,0.2763364117006062,0.0
SEMA3C,0.0,0.0,0.0,0.047663614999836776,0.0,0.0,0.0,0.867654242640739,0.0,0.0,0.0
MET,0.0,0.0,0.5994853790432382,0.0,0.0,0.0,0.0,0.7986103031081816,0.0,0.0,0.0
AF121898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666742117097063,0.0,0.0
ABO,0.0,0.0,0.0,0.0,0.0,0.0,0.18741799096078146,0.0,0.0,0.8928329099166907,0.7146998338734958
ADGRL4,0.0,0.0,0.9476779319803584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7190943908823741
CPA6,0.0,0.557797797265977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM167A,0.9037627000361832,0.0,0.0,0.12663572468695933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMP2,0.0,0.0,0.0,0.0,0.8913000567948502,0.0,0.0,0.02981801584445313,0.3769814014219244,0.0,0.0
ELAVL4,0.0,0.5066633850848391,0.0,0.0,0.0,0.0,0.0,0.0,0.8695771472714086,0.0,0.0
LAYN,0.0,0.0,0.2131801057017719,0.18659296594703978,0.3566280384040299,0.0,0.0,0.4675767596023595,0.0,0.257925029089306,0.33455045067011185
C10orf90,0.2254433909434715,0.0,0.0,0.0,0.0,0.0,0.0,0.9165742339706848,0.7527596570095451,0.0,0.0
DNM1P47,0.26679414072909696,0.0,0.0,0.2921630759027947,0.0,0.0,0.0,0.419499577110575,0.5080471749425717,0.0,0.0
NELL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8580098343001985,0.0,0.0
SCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9098306602267031,0.16681410844720568,0.0,0.0
SYK,0.0,0.813009141178952,0.0,0.0,0.0,0.8588883306683472,0.0,0.0,0.0,0.0,0.0
