gene,astrocyte,central nervous system macrophage,choroid plexus epithelial cell,endothelial cell,fibroblast,leukocyte,neuron,oligodendrocyte,oligodendrocyte precursor cell,pericyte,vascular associated smooth muscle cell
PTGS2,0.0,0.0,0.0,0.9053126813456135,0.1350313442805291,0.0,0.0,0.0,0.0,0.03329439252336448,0.46351494278561367
C8orf4,0.0,0.0,0.0,0.7856218934961537,0.0,0.0,0.030438794951178853,0.0,0.0,0.2360382177242089,0.1743650199857409
ERG,0.0,0.0,0.0,0.9704762575090276,0.11074732805199122,0.0,0.0,0.0,0.0,0.0,0.6248242080828286
VWF,0.0,0.0,0.0,0.9581800068240576,0.0,0.0,0.0,0.0,0.0,0.0,0.4636505094040386
ICAM1,0.05694570821959357,0.23221136005856197,0.0,0.9095863800477776,0.3750662667029797,0.0,0.0,0.0,0.0,0.0,0.18817623753029794
CXCL2,0.49127339544971155,0.002347417840375587,0.0,0.9541958769364326,0.0,0.0,0.0,0.0,0.0,0.04716705607476635,0.0
SERPINE1,0.0,0.41318883581730487,0.0,0.775360153367425,0.5229036216956567,0.1530870155870156,0.0,0.0,0.0,0.0,0.0
ANGPTL4,0.7687684433487592,0.0,0.0,0.38591043935250136,0.21010324083616877,0.0,0.0,0.13858250839010558,0.0,0.2785737671090429,0.37942189202734855
ZFP36,0.42239035565450794,0.3641806327579722,0.0,0.7347743592979762,0.4099805195829592,0.26801086801086804,0.0,0.0,0.0,0.2771443577528499,0.33148167686084185
HLA-E,0.4231806520371968,0.44946275983388867,0.0,0.8123604538330196,0.36711729613822447,0.6092890080330068,0.0,0.0,0.0,0.4235560487697087,0.4571275470398947
MECOM,0.0,0.0,0.0,0.9340584484252686,0.0,0.05108084274750942,0.0,0.0,0.29509660878396793,0.46950645490890425,0.44150935800295965
CLDN5,0.2272338935188717,0.0,0.6614827983668983,0.7943188477622017,0.0,0.16495960245960245,0.0,0.0,0.0,0.3206871157370699,0.4802178397603374
MGP,0.017609969409869218,0.0,0.0,0.5832076446696224,0.6385844449985746,0.0,0.0,0.0,0.0,0.45066567662771506,0.8158690722145228
EPAS1,0.28386780863879557,0.0,0.4824510072502324,0.6901550836765756,0.3193323289456599,0.0,0.0,0.0,0.4091556639996037,0.6287312312506886,0.48216829134887956
EMP1,0.4280737556653609,0.0,0.0,0.8878528327748111,0.5681755310986083,0.0,0.0,0.0,0.0,0.0,0.19229231508191896
ADAMTS1,0.0806208480562592,0.0,0.0,0.8448050052845917,0.06465985461718128,0.0,0.0,0.4095246321450204,0.0,0.0,0.8652436128812986
CDH5,0.0,0.0,0.0,0.9574250083836321,0.6205645001037557,0.0,0.0,0.0,0.0,0.0,0.3186198021506332
CLEC14A,0.0,0.0,0.0,0.9437654185285871,0.0609046258752709,0.0,0.0,0.13121254846669017,0.29035134220152425,0.10308015578490376,0.48782103719637787
SMAD6,0.357418342648787,0.3586144598912602,0.0,0.8643020946117659,0.451915315747621,0.0,0.0,0.0,0.0,0.0,0.6319212348396306
ZNF366,0.0,0.0,0.0,0.9595101154285178,0.0,0.0,0.0,0.0,0.0,0.04566859312648668,0.5164465732485155
ALPL,0.2594085492979789,0.0,0.0,0.9413218578350893,0.19792702670795168,0.0,0.0,0.0,0.3245609254626074,0.12374363082162401,0.33554777842869954
ID1,0.5117017279140492,0.0,0.0,0.9601968052546248,0.0,0.0,0.0,0.0,0.0,0.16652476830488866,0.44034244772863096
ADGRF5,0.0,0.0,0.0,0.8872761835051778,0.4531245422223347,0.0,0.0,0.0,0.0,0.8600300834831336,0.44844005519569763
RGCC,0.25515395796026297,0.0,0.0,0.6605762903117491,0.19275891731389025,0.0,0.0,0.5068458148941756,0.4194381827640021,0.0,0.0
AC110799,0.0,0.0,0.0,0.9650151028658506,0.0,0.0,0.0,0.0,0.0,0.0,0.26400788209285697
TM4SF18,0.0,0.0,0.0,0.9598617302273517,0.7271182009473858,0.0,0.0,0.0,0.0,0.12251955435248853,0.0
ABCG2,0.0,0.046917011465429564,0.0,0.9540233567243341,0.20919474990885617,0.0,0.0,0.0,0.0,0.3061779405456696,0.6085095219646813
A2M,0.0,0.599135733046852,0.0,0.6722334697634174,0.006633994740616782,0.2179691596358263,0.0,0.0,0.0,0.46077024813799017,0.47979018499367676
BST2,0.0,0.4286225400238858,0.0,0.8350097101973524,0.475366469169644,0.31485056485056484,0.0,0.0,0.0,0.42315574103440656,0.3801714731531792
MYCT1,0.0,0.0,0.0,0.9614680017017968,0.0,0.0,0.0,0.0,0.0,0.2433994920905203,0.6187885380820816
MFSD2A,0.15914740660231963,0.045391221531147136,0.0,0.9575788365061698,0.0,0.0,0.0,0.0,0.0,0.18010964085632952,0.3113621787307766
IFI27,0.0,0.0,0.0,0.8943776086992994,0.2754470207027755,0.0,0.0,0.0,0.0,0.36927525411721884,0.35475382663331234
FLI1,0.0,0.6520325023531017,0.0,0.7920544591956902,0.4151930307018099,0.473272796663071,0.0,0.0,0.0,0.28570883106079314,0.39757630360965424
IFI44L,0.40599020245481277,0.40594497657648076,0.0,0.8197828103330727,0.4737059660142394,0.19463391963391963,0.0,0.0,0.0,0.40438027244485464,0.39525242036465813
TGM2,0.0,0.0,0.0,0.9520867081420838,0.0,0.0,0.0,0.0,0.0,0.17148241001910752,0.7645572470423414
OCLN,0.0,0.0,0.0,0.9593790081115176,0.11291085572546913,0.0,0.0,0.0,0.2530772374842082,0.0,0.0
SLC38A5,0.0,0.0,0.0,0.9700838031975116,0.09525897062196392,0.0,0.0,0.0,0.0,0.1912183328350643,0.3248890116693922
CXorf36,0.0,0.0,0.0,0.9380682818454986,0.0,0.0,0.0,0.5188109868536017,0.0,0.0,0.23746852207133795
PLA2G4A,0.0037913254473764028,0.750314604775142,0.0,0.7393593732704007,0.38215543871504487,0.17858572858572858,0.0,0.0,0.0,0.20942756196950593,0.34563251548561386
LSR,0.0,0.0,0.0,0.9445800886517237,0.0,0.0,0.004182543462729222,0.0,0.0,0.34584817671990226,0.21272416311050524
MYH11,0.0,0.10546631103951286,0.0,0.1720174993005259,0.0,0.0,0.0,0.36929472273948205,0.0,0.0,0.969739438750332
MYL9,0.0,0.0,0.5192020532380851,0.3228860672507461,0.47321388482023563,0.0,0.0,0.0,0.0,0.5303229512648608,0.8732286156102227
MYOCD,0.0,0.0,0.0,0.02422319629246574,0.0,0.0,0.0,0.0,0.0,0.0,0.9949697295361224
ACTA2,0.052608703887062146,0.2596736791579438,0.0,0.3391177822062691,0.4133711297688406,0.17217515134181802,0.0,0.0,0.023891063274624917,0.4280067558784917,0.9578138776174772
TAGLN,0.0,0.0,0.0,0.16261305554195352,0.023547693043270382,0.0,0.0,0.0,0.0,0.2919974435357419,0.9604012152741419
ADIRF,0.33696963059841467,0.0,0.4667155152142695,0.44823838044499575,0.36657236193945697,0.0,0.0,0.0,0.0,0.47351286996477454,0.8091034110571951
IFITM2,0.06669957288113733,0.0,0.0,0.5141081747585238,0.4860057855295711,0.48308971137457946,0.0,0.0,0.0,0.7006132859762886,0.4826111340938938
IFITM3,0.4065074054383795,0.01515911402232295,0.0,0.5941898997126515,0.47976720234201875,0.11244637494637494,0.0,0.0,0.0,0.6836446415408536,0.6066003156643198
TRABD2B,0.0,0.0,0.0,0.2909178336796493,0.41269251094809145,0.0,0.0,0.0,0.0,0.0,0.9611531432179237
S100A11,0.0,0.44233121958077026,0.0,0.45020671788614225,0.4705802059407904,0.3861915486915487,0.0,0.0,0.0,0.5559815861237836,0.5134069522342998
FHL5,0.0,0.03480219506048068,0.0,0.35345959809545197,0.0025380710659898475,0.0,0.0,0.0,0.0,0.9013330650101394,0.9369548341347862
RERGL,0.44079884636225436,0.0,0.0,0.0,0.3468973920996915,0.0,0.0,0.0,0.0,0.9445574555139723,0.7551007879896194
HIGD1B,0.0,0.0,0.0,0.32407715170517526,0.0,0.0,0.0,0.0,0.0,0.9728778761854462,0.581203999922793
NDUFA4L2,0.0,0.0,0.0,0.35000311610148993,0.3501356408765962,0.0,0.0,0.0,0.0,0.9584927646165254,0.6688669307518412
SLC12A7,0.0,0.3253551522243795,0.0,0.26780143047194427,0.42493789826115136,0.06302671719338386,0.0,0.0,0.0,0.9408424306539643,0.32370763494209726
SLC30A10,0.43523911499650425,0.0,0.47242150143769934,0.0,0.38498516561995033,0.0,0.0,0.0,0.0,0.8312742020657156,0.383389371218831
CARMN,0.0,0.0,0.0,0.1353687658803704,0.44506011417115826,0.0,0.0,0.0,0.0,0.9217944626911125,0.9180707812953282
LINC02147,0.0,0.0,0.0,0.42624818412895316,0.7695446544773397,0.0,0.0,0.0,0.0,0.8968582476004912,0.03185621909471282
GGT5,0.0920670627471243,0.0,0.0,0.44674186858262394,0.4803967576902747,0.0,0.0,0.0,0.0,0.9398821417876404,0.4519480916115311
RIPOR3,0.0,0.0,0.0,0.0,0.5774138329638132,0.0,0.0,0.0,0.0,0.942388271842038,0.512722870242984
SLC6A12,0.0,0.0,0.0,0.0,0.5748583676966448,0.0,0.0,0.11111308515355839,0.0,0.9675297710494324,0.11920035649535085
ATP1A2,0.4905663008119531,0.0,0.0,0.11965532949805541,0.6093832615739954,0.0,0.0,0.0,0.4294310403197173,0.8262544895486279,0.42700452282653056
CSPG4,0.0,0.0,0.0,0.0,0.013415518491660623,0.0,0.0,0.0,0.7025545028187188,0.921842860690312,0.39224622611911497
CYSLTR2,0.0,0.0,0.0,0.033402382185396165,0.0,0.480320864123681,0.0,0.0,0.0,0.9808966171505896,0.0
SLC38A11,0.0,0.0,0.6137372001058788,0.25070977867270894,0.0,0.0,0.0,0.0,0.0,0.8301246687329576,0.7596162711395541
ABCC9,0.5589357042794167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9566300415034578,0.45651347714187374
NOTCH3,0.15231202693630233,0.0,0.0,0.29600144824526387,0.0,0.0,0.0,0.0,0.0,0.9386414724686348,0.8964752159239604
PDGFRB,0.41824956961738613,0.0,0.3790348792288454,0.0,0.46294300092730045,0.0,0.0,0.0,0.0,0.7064268815269473,0.49440340511206504
AC114956.1,0.48984154594088586,0.0,0.0,0.0,0.02637781000725163,0.0,0.0,0.0,0.0,0.42313481803405717,0.0
LINC02172,0.0,0.0,0.0,0.07430455292104837,0.0,0.0,0.0,0.0,0.0,0.9806917135705406,0.5603006899571321
ITIH5,0.33102318076017356,0.0,0.0,0.4212201730145281,0.8018247025043869,0.0,0.0,0.0,0.0,0.8806065041492406,0.4637035535700899
KCNU1,0.25121927574854186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6288706852281137,0.0
AC136424,0.033894449499545044,0.0,0.0,0.0,0.30137899318644806,0.0,0.0,0.0,0.0,0.8903853444276851,0.5494644792669305
SLC6A13,0.0,0.0,0.0,0.0,0.8074292544822032,0.0,0.0,0.0,0.0,0.9415544112565634,0.0
MUSTN1,0.0,0.0,0.0,0.04013464526152253,0.3136906011538467,0.0,0.0,0.0,0.0,0.8808316365783462,0.9335106389564484
TFPI2,0.0,0.0,0.0,0.0,0.6126650646203546,0.0,0.0,0.0,0.0,0.9164908895288788,0.43889517791597743
