gene,astrocyte,central nervous system macrophage,choroid plexus epithelial cell,endothelial cell,fibroblast,leukocyte,neuron,oligodendrocyte,oligodendrocyte precursor cell,pericyte,vascular associated smooth muscle cell
OTOF,0.0,0.0,0.0,0.0,0.0,0.0,0.4377390895828703,0.0,0.0,0.0,0.0
RGS9,0.8134789994524467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLL1,0.0,0.0,0.0,0.0,0.0,0.0,0.14083136317709746,0.0,0.8517796912775213,0.0,0.0
HMCN1,0.0,0.0,0.0,0.9497834180374086,0.0,0.0,0.01837038576078676,0.0,0.0,0.0,0.0
GDNF-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39908862448333,0.8902847361877926,0.0,0.0
CACNG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9357026547645245,0.0,0.0
LINC01931,0.0,0.0,0.0,0.0,0.0,0.0,0.0838700741048549,0.0,0.0,0.24947243561609522,0.0
C15orf53,0.0,0.0,0.0,0.0,0.0,0.0,0.6351731579398425,0.0,0.0,0.0,0.0
TSPAN12,0.8235321395595893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23276397075303226,0.0,0.0
ADAMTSL1,0.0,0.0,0.0,0.0,0.0,0.0,0.5883423776200305,0.0,0.0,0.0,0.0
AL391117,0.0,0.0714595532422468,0.0,0.0,0.0,0.0,0.32135471897134543,0.0,0.0,0.0,0.0
WEE2,0.42332453618531685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FREM2,0.904935314159301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646359835560898,0.0,0.0
ZNF385D-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.6418310117648277,0.0,0.0,0.0,0.0
ADAM12,0.0,0.0,0.49643756252201743,0.0,0.0,0.0,0.0,0.38051079303858765,0.5610920554092861,0.0,0.0
KCNJ8,0.0,0.0,0.0,0.0,0.0,0.0,0.182491862317335,0.0,0.0,0.7660119019153369,0.0
SEMA3E,0.0,0.0,0.0,0.0,0.060396039603960394,0.0,0.09709813699009627,0.0,0.7287419450081986,0.0,0.0
MAFB,0.0,0.2785468547974761,0.0,0.0,0.0,0.0,0.3060143435665149,0.0,0.0,0.0,0.0
AC022568,0.0,0.9459452554022267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL355076.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6973051944842451,0.0,0.0,0.0
FABP6,0.0,0.0,0.5605602417080431,0.0,0.38528096956852875,0.0,0.16761894868065655,0.0,0.0,0.0,0.0
LYPD1,0.3418076386677093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.791590528325755,0.0,0.0
CPNE2,0.0,0.0,0.0,0.018865530449423868,0.0,0.0,0.0,0.8270180310533326,0.15557395672025376,0.0,0.0
CA3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3711686493903421,0.0,0.5985574087227992,0.0
RAB38,0.0,0.4450487588560338,0.0,0.0,0.0,0.0,0.0,0.0,0.016256386437529028,0.0,0.0
PDE9A,0.5330280581468507,0.4179161009617697,0.0,0.30351249013597725,0.0,0.0,0.0,0.0,0.27989130626422726,0.0,0.0
CCDC80,0.5990887625858401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FER1L6-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.6162602263806011,0.0,0.0,0.0,0.0
NPSR1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.4775929624153026,0.0,0.0,0.0,0.0
QRFPR,0.0,0.0,0.0,0.0,0.7938863516901393,0.0,0.21699909966064132,0.0,0.0,0.0,0.0
IFNG-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7705188137438492,0.0,0.0,0.0
FAM129A,0.0,0.7621759461995335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02218,0.0,0.0,0.0,0.0,0.0,0.0,0.4339900187501866,0.0,0.0,0.0,0.0
ITGA8,0.0,0.0,0.0,0.0,0.6575687660408867,0.0,0.07848535217120299,0.0,0.7102388079472854,0.0,0.0
AC064875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7994581717675451,0.6401282745981528,0.0
CD36,0.0,0.20687663484391805,0.0,0.0,0.0,0.0,0.2049364239901575,0.0,0.0,0.0,0.0
ROBO3,0.7455746669384233,0.06141474523199544,0.0,0.0,0.18284753702317197,0.0,0.0,0.008179530201342282,0.0,0.0,0.0
VEGFC,0.7527331217553814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BARX2,0.0,0.0,0.0,0.0,0.0,0.0,0.4389851972433646,0.0,0.0,0.0,0.0
LINC01508,0.0,0.0,0.0,0.0,0.0,0.0,0.4473133760226773,0.0,0.0,0.0,0.0
CDCP1,0.0,0.5227525692803988,0.0,0.0,0.0,0.0,0.12062815984486461,0.0,0.0,0.0,0.0
FER1L6,0.0,0.0,0.0,0.0,0.0,0.0,0.3581172603590387,0.0,0.0,0.0,0.0
LINC02008,0.0,0.3339397565570389,0.0,0.0,0.0,0.0,0.21299482924368318,0.0,0.0,0.0,0.0
GPC5-AS2,0.9125404700300401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM22,0.0,0.5006842436857791,0.3959694034730883,0.01386481802426343,0.0,0.38311912531497355,0.0,0.0,0.0,0.32760810373863225,0.0
TRDN,0.8079306396512231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL8A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8857357691793233,0.0,0.0
AC018554.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4948054233956497,0.0,0.0,0.0,0.0
ATP2C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9258638945456881,0.0,0.0
AC010967.1,0.0,0.0,0.0,0.0,0.0,0.0,0.41928803669047027,0.0,0.0,0.0,0.0
MIR3681HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.934952336356856,0.0,0.0
C4orf19,0.7275706744969296,0.6776723362095669,0.0,0.01800144204691283,0.0,0.0,0.0,0.0,0.3926518538035262,0.0,0.0
AC106894,0.0,0.03383214053350683,0.0,0.0,0.0,0.0,0.2745621647157196,0.0,0.0,0.0,0.0
AC113386,0.0,0.0,0.0,0.0,0.0,0.0,0.35876258563654795,0.0,0.17011147236414306,0.0,0.0
ROR1,0.3533764419782311,0.0,0.23052099760528005,0.0,0.35925948630520216,0.0,0.0,0.11814876957494407,0.0,0.17616636538448996,0.6857812790853662
PKD2L1,0.0,0.0,0.0,0.0,0.0,0.0,0.46349580318170736,0.0,0.0,0.0,0.0
CPA6,0.0,0.6813394542266714,0.0,0.0,0.0,0.0,0.004605582104023825,0.0,0.0,0.0,0.0
AC079015,0.0,0.9563754103429194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCOLCE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9137187365494279,0.0,0.0
ADRA2A,0.0,0.0,0.0,0.0,0.0,0.0,0.394738897350088,0.0,0.0,0.0,0.0
AC072062,0.16310251659088867,0.0,0.0,0.0,0.0,0.0,0.1113823671999446,0.0,0.0,0.0,0.0
ARSJ,0.7301529126315667,0.0,0.0,0.0,0.0,0.0,0.05020355891104401,0.0,0.0,0.0,0.0
AL136373,0.0,0.0,0.0,0.0,0.0,0.0,0.45932973483512735,0.0,0.0,0.0,0.0
AC016708,0.03504983388704319,0.0,0.0,0.0,0.0,0.0,0.06397603712168433,0.0,0.0,0.3867947630387618,0.0
PCSK5,0.5926330423242735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25402520870196893,0.1420426977195536,0.0
C5AR2,0.0,0.4816800493612887,0.0,0.0,0.0,0.0,0.1169402313179583,0.0,0.0,0.0,0.0
NPFFR2,0.0,0.0,0.0,0.0,0.0,0.0,0.36997687784082905,0.0,0.0,0.0,0.0
SFRP2,0.308402430251539,0.0,0.0,0.0,0.0,0.0,0.06537848881501489,0.0,0.0,0.0,0.0
DDX60,0.3440028277817324,0.4531297421744292,0.0,0.7766045521267079,0.3650262780697563,0.0,0.0,0.0,0.47069915226446224,0.0,0.0
CTGF,0.0,0.0,0.0,0.5512364096126531,0.6592359149630548,0.0,0.12300020777062123,0.0,0.0,0.0,0.0
MDFIC,0.272672680071023,0.0,0.4430208556784635,0.0,0.6251693979810306,0.36860772796786584,0.011825611191910798,0.0,0.0,0.0,0.0
MYT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964051419098222,0.0,0.0
LRAT,0.11589578862506278,0.0,0.6865003305577397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOU,0.3383322443473195,0.0,0.0,0.0,0.0,0.0,0.0,0.9268243646003997,0.38333158476345064,0.0,0.0
OAS3,0.0,0.42830723450484315,0.0,0.0,0.0,0.0,0.0,0.0,0.5439623790644316,0.0,0.0
AC005482,0.0,0.0,0.0,0.0,0.0,0.0,0.4294347908410644,0.0,0.0,0.0,0.0
NLRC5,0.32067340134406996,0.3025583753606408,0.0,0.79855255210063,0.3720866090431308,0.42576850165932023,0.0,0.0743498322147651,0.0,0.0,0.0
AC024145,0.30955226558628335,0.6626394417243447,0.0,0.0,0.0,0.0,0.0,0.0,0.07819617370179167,0.0,0.0
AC022126,0.14127764127764128,0.0,0.0,0.0,0.0,0.0,0.24361052391024735,0.0,0.0,0.0,0.0
BAMBI,0.24231494751026258,0.0,0.0,0.8594306621747395,0.0,0.0,0.0,0.39747715797168554,0.6867204827847877,0.0,0.0
AC092114,0.0,0.0,0.0,0.0,0.0,0.0,0.104006510146132,0.0,0.0,0.8390887793304213,0.0
AC022523.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3361243641657734,0.0,0.0,0.0,0.0
ANXA1,0.0,0.0,0.0,0.3923156342558456,0.17555126033386903,0.6238134077913349,0.19083731560357364,0.0,0.0,0.0,0.0
OLIG2,0.11138515875869748,0.0,0.0,0.0,0.0,0.0,0.0,0.6794180477040942,0.9529976443913218,0.0,0.0
LINC01192,0.0,0.0,0.0,0.759030882497834,0.0,0.0,0.114118013712861,0.0,0.0,0.0,0.0
EDNRA,0.0,0.0,0.0,0.0,0.0,0.0,0.1988711129579611,0.0,0.0,0.6647423199990712,0.0
AC124254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9731365175894564,0.0,0.0
GALR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9513629704500082,0.0,0.0
AC090092,0.0,0.0,0.0,0.0,0.0,0.0,0.23959636532725567,0.1440326763506416,0.0,0.0,0.0
KCNK13,0.0,0.8641913187848589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCBE1,0.0,0.0,0.0,0.0,0.0,0.0,0.6212775351482467,0.0,0.0,0.0,0.0
HCRTR2,0.0,0.0,0.4333889167217153,0.0,0.0,0.0,0.23356880670406538,0.0,0.0,0.0,0.0
SEMA3C,0.0,0.0,0.0,0.0,0.06254467476769121,0.0,0.0,0.7810682845980301,0.0,0.0,0.0
IL15,0.0,0.0,0.0,0.5723616289041586,0.0,0.0,0.18877692360966827,0.0,0.0,0.0,0.0
CDH24,0.6683840636192453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05665383466935521,0.0,0.0
ADD3-AS1,0.8310800206985637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.629421089066858,0.0,0.0
VWA2,0.0,0.0,0.0,0.8168979125681347,0.0,0.0,0.12855807188863494,0.0,0.04615446296377529,0.0,0.0
PIK3C2G,0.011056511056511056,0.0,0.0,0.0,0.0,0.0,0.441911279856671,0.0,0.0,0.0,0.0
PDLIM3,0.8601457349194788,0.0,0.0,0.0,0.0,0.0,0.0,0.010906040268456376,0.058484520571652716,0.0,0.0
SH2D1B,0.0,0.0,0.0,0.0,0.0,0.8738591248046516,0.18105478218713209,0.0,0.0,0.0,0.0
S100Z,0.0,0.9186791676072469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAV1,0.0,0.0,0.0,0.8397275645956639,0.0,0.0,0.05857400096959623,0.0,0.0,0.0,0.0
ABO,0.0,0.0,0.0,0.0,0.0,0.0,0.22484244061223077,0.0,0.0,0.7989148522279785,0.0
AC006269,0.0,0.0,0.0,0.0,0.0,0.0,0.46454246621821255,0.0,0.0,0.0,0.0
AC002066,0.0,0.0,0.0,0.0,0.0,0.0,0.21784749636401413,0.0,0.0,0.0,0.9332467472269568
SNTG2,0.0,0.0,0.6410567404659523,0.0,0.0,0.0,0.3123949728007437,0.0,0.0,0.0,0.0
AC105021,0.0,0.0,0.0,0.0,0.0,0.0,0.45726861479686876,0.0,0.0,0.0,0.0
SGCG,0.0,0.0,0.0,0.0,0.0,0.0,0.461120215795036,0.0,0.0,0.0,0.0
CLEC17A,0.0,0.8439945986443944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIP13,0.0,0.0,0.0,0.0,0.0,0.0,0.3240924252041648,0.0,0.05875522526706921,0.0,0.0
AC134312.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4052430286179145,0.0,0.0,0.0,0.0
PHLDA2,0.0,0.0,0.0,0.0,0.0,0.0,0.31205047894199217,0.0,0.0,0.0,0.0
MFGE8,0.4042631290739783,0.0,0.21816774721102739,0.0,0.017266791179834658,0.0,0.0,0.0,0.0,0.6434870597909904,0.0
LINC02055,0.0,0.2633730304658991,0.0,0.0,0.0,0.0,0.5419620363925141,0.0,0.0,0.0,0.0
AC113378,0.0,0.0,0.0,0.0,0.0,0.0,0.35536975334175,0.0,0.0,0.0,0.0
AC092440,0.0,0.0,0.0,0.0,0.0,0.0,0.6806412145620542,0.0,0.0,0.0,0.0
LINC01090,0.0,0.0,0.0,0.0,0.0,0.0,0.6539732467863312,0.0,0.0,0.0,0.0
AGBL1,0.1896937521937522,0.0,0.0,0.0,0.0,0.0,0.1588776849254129,0.0,0.32999356232634336,0.0,0.0
LINC01478,0.0,0.0,0.0,0.0,0.0,0.0,0.6387347638483469,0.0,0.0,0.0,0.0
GLIS3,0.5801589980519949,0.0,0.12716123495174378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02296,0.0,0.0,0.0,0.0,0.0,0.0,0.6910263894529872,0.0,0.0,0.0,0.0
LINC01644,0.0,0.0,0.0,0.8911247692772144,0.0,0.0,0.03539026248355149,0.0,0.0,0.0,0.0
AL161431,0.0,0.5505052563373668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC127526.4,0.0,0.0,0.0,0.0,0.0,0.0,0.4102132676533281,0.0,0.009637714816535067,0.0,0.0
AL136985,0.0,0.0,0.0,0.0,0.0,0.0,0.5557462503289265,0.0,0.0,0.0,0.0
LINC01331,0.0,0.0,0.0,0.0,0.12946210989933876,0.0,0.46480371429589773,0.0,0.0,0.0,0.0
AC010266,0.0,0.0,0.0,0.0,0.0,0.0,0.47462435823552124,0.0,0.0,0.0,0.0
TTC6,0.0,0.0,0.0,0.0,0.0,0.0,0.22674130847478946,0.0,0.5635830859145754,0.0,0.0
ZNF736P9Y,0.0,0.0,0.0,0.0,0.0,0.0,0.2570889546299703,0.0,0.20065025545750115,0.0,0.0
AL353604,0.0,0.0,0.0,0.0,0.0,0.0,0.6331589535791435,0.0,0.0,0.0,0.0
MUC19,0.0,0.0,0.0,0.0,0.0,0.0,0.46025563516919116,0.0,0.0,0.0,0.0
GLP2R,0.0,0.0,0.0,0.0,0.0,0.0,0.6588461193098212,0.0,0.0,0.0,0.0
LINC02338,0.0,0.005747126436781609,0.0,0.0,0.0,0.0,0.3218873112300127,0.0,0.0,0.0,0.0
TACR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5660023833066379,0.0,0.0,0.0
LINC01500,0.0,0.0,0.0,0.0,0.0,0.0,0.4325087882725194,0.0,0.0,0.0,0.0
ACVR1C,0.0,0.0,0.0,0.04704344985298922,0.0,0.0,0.0413809820624697,0.30797077532918155,0.0,0.0,0.0
AP001999.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4199743839579901,0.0,0.0,0.0,0.0
AC015468.3,0.0,0.10858473824312334,0.0706078576723499,0.0,0.0,0.0,0.5163348586742034,0.0,0.0,0.0,0.0
LINC01484,0.0,0.0,0.0,0.0,0.0,0.0,0.6674051593191908,0.0,0.0,0.0,0.0
LINC00378,0.11179361179361179,0.0,0.0,0.0,0.0,0.0,0.16293743816917866,0.0,0.0,0.0,0.0
AL356432,0.0,0.0,0.0,0.0,0.0,0.0,0.3911798326736987,0.07015441959531417,0.0,0.0,0.0
LINC00343,0.0,0.0,0.0,0.0,0.0,0.0,0.5436277572682526,0.0,0.0,0.0,0.0
LINC00964,0.0,0.34730908646758984,0.0,0.0,0.0,0.0,0.13782117875199112,0.0,0.0,0.0,0.0
BACE2,0.0,0.0,0.0,0.7027577975509938,0.0,0.0,0.06589791536810029,0.0,0.0,0.0,0.0
AC079380,0.0,0.0,0.0,0.5588067904707188,0.0,0.0,0.14327515755938777,0.0,0.0,0.7707923219219829,0.0
ADGRL4,0.0,0.0,0.0,0.8446304473196093,0.0,0.0,0.17613754415125701,0.0,0.0,0.0,0.0
LINC02196,0.08336258336258336,0.0,0.0,0.0,0.0,0.0,0.28252603010068933,0.0,0.0,0.0,0.0
AC007614.5,0.0,0.0,0.0,0.0,0.0,0.0,0.24765422785680896,0.09171991480298189,0.0,0.0,0.0
TPBG,0.0,0.0,0.0,0.0,0.0,0.0,0.4797339614253909,0.0,0.0,0.0,0.0
TDRD1,0.0,0.0,0.0,0.0,0.0,0.0,0.4347653992235182,0.0,0.0,0.0,0.0
AC073578.2,0.0,0.0,0.0,0.0,0.0,0.0,0.639314296918955,0.0,0.0,0.0,0.0
FSHR,0.0,0.0,0.0,0.0,0.0,0.0,0.3386616594002822,0.0,0.12912215513237343,0.0,0.0
GABRG1,0.8663164125920608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH1A1,0.7761420567957551,0.0,0.0,0.0,0.6537621919093279,0.0,0.0,0.0,0.0,0.0,0.0
AC246817.1,0.09266409266409266,0.0,0.0,0.3315827326889517,0.0,0.0,0.12493940023547337,0.0,0.0,0.0,0.0
CCDC168,0.0,0.10409889394925179,0.0,0.0,0.0,0.0,0.1692091961056034,0.0,0.0,0.0,0.0
AKAIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.41439115742214483,0.0,0.0,0.0,0.0
TCF7L1,0.46743368324161916,0.0,0.0,0.18502553349120882,0.4465535407295049,0.0,0.0,0.0,0.4380928651452666,0.606022611861514,0.7027400424488193
CNGB1,0.0,0.0,0.0,0.0,0.0,0.0,0.6198729857086029,0.0,0.0,0.0,0.0
LIMS2,0.0,0.0,0.0,0.8915032229141365,0.0,0.0,0.0,0.0,0.3228727378333102,0.6070094705799436,0.0
LPIN3,0.3993540168164252,0.13068596607962685,0.0,0.0,0.9374779800664995,0.0,0.0,0.0,0.0,0.0,0.0
LINC00390,0.0,0.0,0.0,0.0,0.0,0.0,0.6264993942503689,0.0,0.0,0.0,0.0
PLPP3,0.8079811889122379,0.0,0.0,0.0,0.0,0.0,0.0,0.42053734525342057,0.5103559897804179,0.2966216418375496,0.0
AL138694,0.0,0.0,0.0,0.0,0.0,0.0,0.6379726741941869,0.0,0.0,0.0,0.0
ALDH1A3,0.0,0.01138627953316254,0.0,0.0,0.0,0.0,0.007514370801302029,0.0,0.7705043628432009,0.0,0.0
AP001627,0.29368540871472615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41988269392675054,0.0,0.0
AL358232,0.0,0.0,0.0,0.0,0.0,0.0,0.43360655117076946,0.0,0.0,0.0,0.0
FAM163A,0.0,0.0,0.0,0.0,0.0,0.0,0.6170044562195618,0.0,0.0,0.0,0.0
CARM1P1,0.06361881361881362,0.0,0.0,0.0,0.0,0.0,0.4096154247341923,0.0,0.0,0.0,0.0
AC109779,0.0,0.0,0.0,0.0,0.0,0.0,0.6589197452414791,0.0,0.0,0.0,0.0
AL365255,0.008073008073008073,0.0,0.0,0.0,0.0,0.0,0.5165484197249393,0.0,0.0,0.0,0.0
LINC02143,0.0,0.0,0.0,0.0,0.0,0.0,0.3967284072218783,0.0,0.0,0.0,0.0
NEDD4,0.25541145237623475,0.0,0.0,0.6631592796870909,0.0,0.0,0.0,0.0,0.6598656317037257,0.0,0.0
ADGRF5,0.0,0.0,0.0,0.8260184068671068,0.13929186755273712,0.0,0.17944455987256736,0.0,0.0,0.5572307103479415,0.0
LINC01721,0.0,0.0,0.0,0.0,0.0,0.0,0.6634566241184261,0.0,0.0,0.0,0.0
LINC02444,0.0,0.6104805735177407,0.0,0.0,0.0,0.0,0.029312971812452387,0.0,0.0,0.0,0.0
VIPR2,0.0,0.0,0.0,0.0,0.0,0.0,0.1829640664640797,0.0,0.7547631098370677,0.0,0.0
COL22A1,0.0,0.0,0.0,0.0,0.636836128709652,0.0,0.22539649560218852,0.0,0.0,0.0,0.0
TWIST2,0.0,0.13879852526566905,0.0,0.0,0.0,0.0,0.2770429824678448,0.0,0.0,0.0,0.0
LINC01164,0.0,0.0,0.0,0.0,0.0,0.0,0.45427148122662186,0.0,0.0,0.0,0.0
MME,0.0,0.0,0.0,0.0,0.0,0.0,0.5114033246367822,0.0,0.0,0.0,0.0
LINC01915,0.0,0.0,0.0,0.0,0.0,0.0,0.5634289369043308,0.0,0.0,0.0,0.0
AC007656.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5048455751846578,0.0,0.0,0.0,0.0
RCSD1,0.0,0.4517249423445367,0.0,0.2762645472545985,0.04631600283774197,0.0,0.0,0.0,0.0,0.5158844638387202,0.7271481216637947
AC105031,0.0,0.0,0.0,0.057170859196341066,0.0,0.0,0.5586997436294093,0.0,0.0,0.0,0.0
AC016687.2,0.0,0.0,0.0,0.0,0.0,0.0,0.6656142576223286,0.0,0.0,0.0,0.0
AC012501.1,0.0,0.0,0.0,0.0,0.0,0.0,0.2531916140727426,0.0,0.18102647468648397,0.0,0.0
AC016687,0.0,0.0,0.0,0.0,0.0,0.0,0.5306905463764113,0.0,0.0,0.0,0.0
AC027701,0.0,0.0,0.0,0.0,0.0,0.0,0.5253363778208898,0.0,0.0,0.0,0.0
AL162254,0.0,0.0,0.0,0.0,0.0,0.0,0.44353731864042406,0.0,0.0,0.0,0.0
AP003066.1,0.056774306774306775,0.0,0.0,0.0,0.0,0.0,0.31298891487610114,0.0,0.0,0.0,0.0
LINC01680,0.0,0.0,0.0,0.0,0.0,0.0,0.22385553016136853,0.0,0.0,0.7971966473468133,0.0
CNGB3,0.0,0.0,0.0,0.0,0.0,0.0,0.24670123103563593,0.0,0.0,0.0,0.0
CHI3L1,0.6672633300694846,0.0,0.0,0.0,0.0,0.0,0.009470877484590346,0.0,0.0,0.0,0.0
TRABD2A,0.0,0.0,0.0,0.0,0.0,0.0,0.4588815938739125,0.0,0.0,0.0,0.0
AC005150,0.0,0.20074052788776964,0.0,0.0,0.0,0.0,0.24132810486295506,0.0,0.0,0.0,0.0
PCA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8983010455291385,0.0,0.0,0.0
AC008127.1,0.5438132409933176,0.0,0.0,0.0,0.0,0.0,0.044151257012258464,0.0,0.025661867162099398,0.0,0.0
Z68323,0.0,0.0,0.0,0.0,0.0,0.0,0.4516522803120958,0.0,0.0,0.0,0.0
DPP10-AS3,0.3936030186030186,0.0,0.0,0.0,0.0,0.0,0.4461635108718889,0.0,0.0,0.0,0.0
AC007368,0.0,0.0,0.0,0.0,0.0,0.0,0.24372451580020388,0.0,0.0,0.0,0.0
HNRNPKP3,0.7171381996036901,0.0,0.0,0.0,0.665015115199476,0.0,0.0,0.0,0.33338148917272903,0.0,0.0
AC010186.3,0.007336699274218997,0.29042087878206,0.0,0.0,0.0,0.8587008484323269,0.0,0.0,0.1161552344915512,0.0,0.0
AL035420.1,0.12089930587952852,0.0,0.0,0.0,0.8104874714000689,0.0,0.01918415402728721,0.0,0.0,0.0,0.0
AC005858.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3787325245528325,0.0,0.0,0.0,0.0
