gene,astrocyte,central nervous system macrophage,endothelial cell,fibroblast,leukocyte,neuron,oligodendrocyte,oligodendrocyte precursor cell,pericyte,vascular associated smooth muscle cell
AL353604,0.0,0.0,0.227268298439953,0.0,0.0,0.4403750453027938,0.0,0.0,0.0,0.0
CLMP,0.0,0.0,0.0,0.7571464369334064,0.0,0.08974445191661062,0.0,0.0,0.0,0.0
AC087321,0.0,0.0,0.0,0.0,0.0,0.6473476531223592,0.0,0.0,0.0,0.0
AC005482,0.0,0.0,0.0,0.0,0.0,0.5444836649296837,0.0,0.0,0.13904338153503892,0.0
LINC01967,0.0,0.0,0.0,0.0,0.0,0.6400085567115823,0.0,0.0,0.0,0.0
FHAD1,0.18320561230206084,0.3604005286733465,0.0,0.0,0.0,0.02254539340954943,0.0,0.0,0.06507230255839822,0.0
LINC02223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9218982935034686,0.0,0.0
GRIK3,0.0,0.0,0.0,0.0,0.0,0.49099497189868546,0.0,0.6132106915617541,0.0,0.0
LINC01305,0.0,0.0,0.0,0.0,0.0,0.7008747334175827,0.02511098779134295,0.0,0.0,0.0
SMYD2,0.0,0.0,0.14627876239399315,0.0,0.0,0.1764963012777404,0.0,0.0,0.0,0.2504473075597306
ADAMTS9,0.5401850903865476,0.0,0.6151051915079153,0.0,0.0,0.0,0.0,0.4416264398847366,0.17139401856580172,0.0
BMP7,0.889129783892097,0.0,0.0,0.0,0.0,0.0,0.0,0.8847823977461551,0.0,0.0
AC046195,0.0,0.0,0.0,0.0,0.0,0.6285149525334413,0.0,0.0,0.0,0.0
C4orf22,0.0,0.0,0.0,0.0,0.0,0.368044887837832,0.0,0.0,0.0,0.0
GABRG1,0.9286347986252946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RERGL,0.0,0.0,0.0,0.5547802920123572,0.0,0.0,0.0,0.0,0.9605589940173844,0.0
FGF10,0.0,0.0,0.2586481138807912,0.0,0.0,0.19707464694014795,0.0,0.0,0.0,0.0
AL138720,0.07077270800960588,0.0,0.0,0.0,0.0,0.34052565463421325,0.0,0.0,0.0,0.0
SHD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8222923686850891,0.0,0.0
CDK15,0.0,0.0,0.0,0.4817174278277657,0.0,0.1699394754539341,0.0,0.0,0.0,0.0
HLA-DQB1,0.0,0.791523501901358,0.3373044796792124,0.0,0.28024488576974765,0.0,0.0,0.0,0.0,0.0
TAC3,0.0,0.0,0.14801965886094248,0.0,0.0,0.24329903053758387,0.0,0.0,0.0,0.0
SLC22A3,0.313232760201636,0.0,0.0,0.09026583221018653,0.0,0.0,0.0,0.5561855390778784,0.17143093244660845,0.4036523452554559
GLP1R,0.0,0.0,0.0,0.0,0.0,0.5919206882760614,0.0,0.0,0.0,0.0
ADRA1D,0.0,0.0,0.0,0.0,0.0,0.15961667787491593,0.0,0.0,0.5493652604116768,0.0
CRABP1,0.0,0.0,0.0,0.00968869123252859,0.0,0.17291526563550774,0.0,0.0,0.1471078976640712,0.0
LINC01837,0.0,0.05268880980624753,0.0,0.0,0.0,0.3448072999459023,0.0,0.0,0.0,0.0
ADAMTS18,0.0,0.0,0.0,0.0,0.0,0.0,0.790162228293568,0.0,0.0,0.0
NPR3,0.0,0.0,0.0,0.0,0.0,0.601482611099539,0.0,0.0,0.0,0.0
CBLN1,0.0,0.0,0.0,0.0,0.0,0.2497599359595416,0.0,0.0,0.0,0.0
AL096799,0.0,0.043001186239620404,0.0,0.0,0.0,0.3721803654269203,0.0,0.0,0.0,0.0
CER1,0.0,0.0,0.0,0.0,0.0,0.6129782738863342,0.0,0.0,0.0,0.0
ADAMTS20,0.0,0.0,0.0,0.0,0.0,0.21934244986317752,0.0,0.24021574651504035,0.0,0.0
PGM5,0.0,0.7065031838519127,0.8493325352332868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EYS,0.0,0.0,0.0,0.0,0.0,0.11693006052454606,0.17278558308632302,0.0,0.0,0.0
KCNJ16,0.21481786525427282,0.0,0.0,0.0,0.0,0.0,0.0,0.9692811916293367,0.0,0.0
FER1L6,0.0,0.0,0.0,0.0,0.0,0.46640960574979073,0.0,0.0,0.0,0.0
SEMA3C,0.0,0.0,0.0,0.3483822481501456,0.0,0.0,0.7411895594205168,0.0,0.0,0.0
ABI3BP,0.8155802097583944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQGAP2,0.0,0.2114671016953149,0.0,0.7496151301896854,0.8331258457434843,0.038416274377942164,0.0,0.0,0.0,0.0
FAM167A,0.912405217456882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC062021,0.0,0.14008324049185353,0.0,0.0,0.0,0.0,0.0,0.959172545321632,0.0,0.0
CALB2,0.0,0.0,0.0,0.14787166454891995,0.0,0.2857132304395592,0.0,0.0,0.0,0.0
MYBPHL,0.0,0.0,0.0,0.16642726524741164,0.0,0.0,0.4667695938845008,0.0,0.0,0.0
ABCB4,0.0,0.36925769857759216,0.25651599798902036,0.2981990340937453,0.0,0.0,0.0,0.0,0.42910474930557846,0.0
AP001636,0.0,0.5894852875834473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01931,0.16629360725947162,0.0,0.0,0.5240980721579198,0.0,0.0,0.3210425053097521,0.00684655658477648,0.0,0.0
NR2F2,0.11188312160964625,0.0,0.25361310044197133,0.6259420736756398,0.0,0.0,0.0,0.060598778440220484,0.5964107217151531,0.4404735737150311
PTGFR,0.0,0.0,0.0,0.9857172018097105,0.0,0.0,0.0,0.0,0.0,0.0
ADGRL4,0.0,0.0,0.9092133798849754,0.0,0.0,0.02426025554808339,0.0,0.0,0.4380780984201951,0.0
OSTM1-AS1,0.7800046607302596,0.0,0.0,0.0,0.0,0.0,0.0,0.49401033173310516,0.0,0.0
LINC01497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6173828188503908,0.0,0.0
THSD7B,0.0,0.0,0.0,0.0,0.0,0.235995292535306,0.0,0.0,0.5679973648929149,0.0
SSTR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9469596760152543,0.0,0.0
COL21A1,0.16791737434705148,0.0,0.0,0.16972399652654635,0.0,0.06914929388029589,0.0,0.0,0.0,0.6984601474211771
C1QL2,0.16576964482423834,0.0,0.0,0.0,0.0,0.0,0.0,0.9636436006662148,0.0,0.0
PAPSS2,0.3625291241815084,0.045942164179104475,0.45366931950233724,0.4091119236592955,0.006906077348066298,0.0,0.0,0.4126220288610514,0.6089151095247666,0.0
CXCL14,0.8843842292291293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005064,0.0,0.0,0.0,0.0,0.0,0.21153328850033626,0.0,0.0,0.21085585021207937,0.0
NDNF,0.21842746490622278,0.0,0.0,0.8707154379511528,0.0,0.0,0.0,0.0,0.0,0.0
NPAS1,0.0,0.0,0.0,0.0,0.0,0.29626960384172607,0.0,0.0,0.0,0.0
NTF3,0.0,0.0,0.0,0.604518383005014,0.0,0.0,0.0,0.0,0.0,0.952329864592985
SYT17,0.5259067601906571,0.45192076916347157,0.0,0.022554347826086958,0.0,0.0,0.0,0.4874966559763489,0.0,0.0
DNMT3B,0.4603388755546367,0.0,0.0,0.0,0.0,0.0,0.0,0.062098214222420144,0.0,0.0
SVEP1,0.0,0.0,0.0,0.6283368399352182,0.0,0.0,0.8009579900626036,0.0,0.02097510044930032,0.0
SEZ6L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9541089068495341,0.0,0.0
DDR2,0.4384768863640543,0.0,0.0,0.6035269911116374,0.0,0.0,0.0,0.0,0.28308087405736004,0.23395322125790877
ADARB2,0.0,0.0,0.0,0.0,0.0,0.0,0.32124078871163003,0.602275804754026,0.1763934247768343,0.0
CD300LF,0.0,0.4709853673829176,0.0,0.0,0.694943448620379,0.004034969737726967,0.0,0.0,0.0,0.0
AC005062,0.0,0.05041518386714116,0.0,0.0,0.0,0.05965030262273033,0.0,0.32359097477130033,0.0,0.0
SLC25A48,0.9462284320281641,0.0,0.0,0.0,0.0,0.0,0.0,0.18492899344130603,0.0,0.0
AC087477.2,0.0,0.0,0.0,0.9492104508647128,0.0,0.0,0.0,0.0,0.41623634176622415,0.0
TGFBR2,0.0,0.5039106604248047,0.465601682008126,0.4819445415065142,0.4243435226860641,0.0,0.039207593891869584,0.0,0.45526839261326524,0.0
ARHGAP42,0.47227053192011625,0.0,0.0,0.42680385696933393,0.0,0.0,0.12394756637263127,0.4899211431320152,0.7599439863782865,0.0
MYO16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.874400487001536,0.0,0.0
LIX1,0.9249552303909037,0.0,0.0,0.0,0.0,0.0,0.01361947998349154,0.0,0.0,0.0
AC006305.1,0.0,0.0,0.0,0.31654048900635423,0.0,0.020796906523201077,0.0,0.3181163955007538,0.0,0.0
LGI2,0.0,0.0,0.0,0.0,0.0,0.10963349024882313,0.0,0.3557291756172839,0.0,0.0
AC008780,0.0,0.0,0.0,0.0,0.0,0.4072664088330941,0.0,0.0,0.0,0.0
PLCXD3,0.0,0.6555892803964377,0.0,0.0,0.0,0.11368527236045729,0.0,0.0,0.0,0.0
NR2E1,0.9209103415136828,0.0,0.0,0.0,0.0,0.0,0.0,0.23026557208927184,0.0,0.0
ST8SIA6,0.0,0.0,0.8241996722599614,0.0,0.29775912455470466,0.012357094821788837,0.0,0.0,0.0,0.6090323383063478
VIPR2,0.0,0.0,0.0,0.31056540042263603,0.0966493525885791,0.0,0.0,0.8795137322406471,0.0,0.0
AC034206,0.4992801230269036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL512658,0.0,0.0,0.0,0.5545092443349456,0.0,0.0,0.0898679323153116,0.0,0.0,0.0
PLS3,0.33068298956901,0.0,0.253021685332838,0.2732287766851362,0.0,0.0,0.44405491209817183,0.0,0.365481760782218,0.5300121088166315
SALL1,0.3839464464485344,0.6330021173278667,0.0,0.7030882929161595,0.0,0.0,0.3893496440695902,0.20067834016805258,0.0,0.0
LINC01416,0.0,0.0,0.0,0.0,0.0,0.0,0.3456226238657024,0.790116812069909,0.0,0.0
LINC01412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49235367690712156,0.0,0.0
SLCO2A1,0.0,0.0,0.7359928562890455,0.0,0.0,0.10218560860793544,0.0,0.0,0.0,0.0
CCK,0.0,0.0,0.0,0.006847826086956521,0.0,0.08757565568258238,0.0,0.0,0.0,0.25416340721687525
LINC00200,0.0,0.0,0.0,0.0,0.0,0.0,0.05774162945683746,0.5592556119577933,0.0,0.0
TP53I11,0.0,0.5875741405426697,0.0,0.31273954471310395,0.07354792080807365,0.0,0.0,0.0,0.0,0.0
COL4A4,0.0,0.0,0.2256791262603115,0.0,0.0,0.0,0.0,0.4981152773574563,0.9134799482760348,0.0
TNFAIP8L3,0.12297232903642809,0.0,0.0,0.5457307937231116,0.0,0.015551445864156018,0.0,0.0,0.0,0.0
LYPD6,0.9273939992060956,0.0,0.0,0.0,0.0,0.0,0.0,0.2117512935628874,0.0,0.0
ADRA1B,0.5744518797639395,0.0,0.0,0.0,0.0,0.07528085651482777,0.0,0.0,0.0,0.0
SYT9,0.38988632270399093,0.0,0.0,0.0,0.0,0.0,0.8080669057653106,0.4211176465587875,0.0,0.0
ADRA1A,0.7756131781315533,0.0,0.0,0.0,0.0,0.0,0.0,0.8211423432545566,0.0,0.0
IGF1,0.0,0.7664262767267018,0.0,0.0,0.0,0.05689307330195024,0.0,0.0,0.0,0.0
LYPD6B,0.0,0.0,0.0,0.0,0.0,0.4916152939918935,0.0,0.0,0.0,0.0
SGO1-AS1,0.4483395926637619,0.0,0.07594156986976416,0.09146739130434782,0.0,0.0,0.03254201120298746,0.01580749093838099,0.0,0.0
ABCA12,0.4826560356329366,0.0,0.0,0.25111560678163536,0.0,0.0,0.0,0.08694984276513829,0.0,0.0
EDNRA,0.15499935871983994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8359547083835392,0.8552252261693984
HCRTR2,0.0,0.0,0.0,0.0,0.0,0.5802028748376951,0.0,0.0,0.0,0.0
SYTL4,0.5565842486416595,0.0,0.22889817430239937,0.5563414762962994,0.0,0.0,0.0,0.30104247964313646,0.4481309538930242,0.0
TNC,0.8586107088674599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCDH15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.791660553779333,0.0,0.0
CDH13,0.0,0.0,0.0,0.0,0.0,0.0,0.4154515935161492,0.7533466743285155,0.0,0.0
CA10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9337652618745699,0.0,0.0
ARHGAP24,0.4778573286307679,0.6150001982904791,0.0,0.212948177174329,0.17643347767657158,0.0,0.0,0.0,0.054784454604833444,0.21923096434815184
LINC00607,0.0,0.06349067753648818,0.7444532292981455,0.6993289709955322,0.30569444740715457,0.0,0.0,0.0,0.0,0.0
PLPP4,0.25887097546638654,0.0,0.0,0.0,0.0,0.0,0.010802880768204855,0.9416035180746027,0.0,0.0
AC004872,0.0,0.0,0.0,0.0,0.0,0.1308843308675185,0.0,0.6255981449622092,0.0,0.0
MKX,0.08094363610679474,0.03548833531039937,0.0,0.0,0.0,0.27096075592992375,0.0,0.0,0.0,0.0
ARHGAP18,0.0,0.18198320821838676,0.6859698676903101,0.0,0.2564497508232637,0.11281102891728312,0.0,0.0,0.0,0.0
ADCY8,0.8389972237234009,0.0,0.0,0.0,0.0,0.0,0.0,0.8579807931683504,0.0,0.0
RMST,0.9795194823309732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELAVL4,0.0,0.49476767695790513,0.0,0.0,0.0,0.0,0.0,0.8213489316158579,0.0,0.0
VWC2L,0.0,0.0,0.0,0.0,0.0,0.275329386626732,0.0,0.0,0.16379310344827586,0.0
TRIM67,0.0,0.0,0.0,0.0,0.0,0.027286482851378614,0.0,0.8662593442392993,0.0,0.0
FAM196B,0.0,0.2415005752018666,0.0,0.0,0.03668113654301499,0.0,0.8296451921806006,0.0,0.0,0.0
AL356124.1,0.0,0.0,0.0,0.38224965060826255,0.0,0.11857767316745124,0.0,0.0,0.0,0.0
AC068051,0.0500776945896313,0.0,0.0,0.14509212198221091,0.0,0.13757565568258237,0.0,0.0,0.0,0.0
TMEM200A,0.12798417855629327,0.0,0.0,0.0,0.0,0.35933255533178027,0.0,0.0,0.0,0.0
AMIGO2,0.36283279361561965,0.0,0.0,0.0,0.0,0.0,0.0,0.09334015729135811,0.0,0.861537424848944
AC010478,0.0,0.0,0.0,0.0,0.0,0.622337531057221,0.0,0.0,0.0,0.0
DRD5,0.0,0.13216686437327008,0.0,0.0,0.0,0.375305165410086,0.0,0.0,0.0,0.0
CD44,0.384725852981876,0.0,0.0,0.2926328849065708,0.8266698845817649,0.0,0.0,0.0,0.2496568889416701,0.47810064315065776
CABP7,0.0,0.0,0.0,0.36386173693329765,0.0,0.03409549428379287,0.0,0.3727733832791037,0.0,0.0
AL590434,0.0026463027370331165,0.0,0.0,0.5870907864748788,0.0,0.029034969737726967,0.0,0.0,0.0,0.0
ARX,0.3883723215184963,0.0,0.0,0.0,0.0,0.14120026759512472,0.0,0.0,0.0,0.0
CLEC4GP1,0.0,0.09519572953736655,0.0,0.0,0.0,0.37801450028890105,0.0,0.0,0.0,0.0
LAMA3,0.1071309068902925,0.0,0.9310593809374061,0.0,0.0,0.015568258238063215,0.0,0.0,0.0,0.0
SDK1,0.0,0.3898280185270331,0.15858808770509403,0.4344231442093438,0.0,0.0,0.0,0.3455724712951208,0.12587524493794905,0.4038489250277333
SNCG,0.35653193078692785,0.0,0.5234143677314242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02055,0.0,0.0,0.0,0.0,0.15858015897164907,0.1335743106926698,0.0,0.0,0.0,0.0
AC092957,0.0,0.0,0.0,0.806555408789653,0.0,0.0,0.0,0.0,0.7652917966419115,0.5103402876329278
CD36,0.0,0.03503964552238806,0.0,0.0,0.7092223498922996,0.007901815736381977,0.0,0.0,0.0,0.0
NMBR,0.0,0.0,0.37909131094533266,0.0,0.0,0.12089778076664424,0.0,0.0,0.0,0.0
OPRD1,0.0,0.0,0.09684880023128072,0.0,0.0,0.44597230928066484,0.0,0.0,0.0,0.0
SYK,0.0,0.9223103939915982,0.0,0.0,0.4929042676089035,0.0,0.0,0.0,0.0,0.0
KIAA1644,0.0,0.0,0.0,0.19758576874205844,0.0,0.20102555480833895,0.0,0.0,0.0,0.0
SFRP1,0.0,0.0,0.0,0.0,0.0,0.0,0.44551988009029686,0.38064646731730645,0.0,0.0
STK32B,0.0,0.5738559433655217,0.0,0.04081521739130435,0.0,0.0,0.0,0.8575124877289066,0.0,0.0
TRPC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4692942751792047,0.933772898361913,0.0
MDGA1,0.7732767837653908,0.0,0.0,0.24603273100548853,0.0,0.0,0.0,0.21951339919737448,0.0,0.0
ISL1,0.0,0.0,0.0,0.0,0.0,0.6752597968089387,0.0,0.0,0.0,0.0
GALR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9817996086827944,0.0,0.0
AC124254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9549311936112874,0.0,0.0
PCED1B,0.43885481280342953,0.4777603632700107,0.0,0.0,0.31599184255311596,0.0,0.0,0.02778896496173983,0.0,0.0
CHRM2,0.0,0.0,0.0,0.0,0.0,0.6710692367768609,0.0,0.0,0.0,0.0
EGF,0.17763808447520837,0.0,0.0,0.0,0.0,0.3087621621195077,0.0,0.0,0.0,0.0
PLEKHG1,0.48120371640124987,0.0,0.43353415998709843,0.5562749877832877,0.0,0.0,0.17987182054435868,0.0,0.23805395562417114,0.2833286505161505
ZIC1,0.44942624031642764,0.0,0.0,0.8559422090063983,0.0,0.0,0.39831213210027006,0.32951733780354375,0.7921002371907326,0.0
GAB3,0.0,0.8182400961716658,0.0,0.0,0.2025096525096525,0.0,0.0,0.42057366175497723,0.1266793341646379,0.0
ZIC4,0.3632234939285971,0.0,0.0,0.890042795826427,0.0,0.0,0.36999909289333666,0.022712090848363394,0.36919492112503216,0.0
SLC17A8,0.0,0.0,0.0,0.0,0.0,0.025958305312710154,0.0,0.7249166404351344,0.0,0.0
HTR7,0.0,0.3646723777753366,0.0,0.0,0.0,0.16593813046402153,0.0,0.0,0.0,0.0
KCNK9,0.0,0.0,0.0,0.0,0.0,0.4474870703418235,0.0,0.0,0.0,0.0
CAMK2D,0.3202682610240865,0.2640949576760746,0.05895811334037311,0.13880434782608694,0.016602316602316602,0.0,0.21639376223259205,0.3190302608169756,0.26358500089068343,0.0
POLE,0.040375018902162406,0.05427938432835821,0.04030271031326998,0.3230142648154476,0.0,0.01437457969065232,0.0,0.0,0.034781188765512734,0.0
AL358937,0.03235667238239801,0.0,0.0,0.0,0.0,0.015030262273032953,0.0,0.0,0.5915059380885497,0.0
ITGB5-AS1,0.3801783206055714,0.41293828067414384,0.21168336762363182,0.2143775270803175,0.0,0.0,0.0,0.04529978873036717,0.393295056952332,0.0
RGS10,0.021959832266607814,0.9126137909716635,0.0,0.0,0.4190322260795743,0.0,0.0,0.0,0.0,0.0
AC007389.3,0.7367096369287311,0.0,0.0,0.038245379796144494,0.0,0.0,0.0,0.10311457254689269,0.0,0.0
HPCAL1,0.25861235250097425,0.2721459165959303,0.2184307157620287,0.09232121166741543,0.24102342682336858,0.0,0.0,0.24654242032191648,0.0,0.0
KIAA1211,0.48200544844581994,0.0,0.0,0.1745514068453718,0.0,0.0,0.0,0.7479532426073948,0.0,0.0
PRKG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9213472340758677,0.0,0.0
ASCL1,0.18184189779145649,0.0,0.0,0.0,0.0,0.0,0.0,0.9680271401751959,0.0,0.0
CLDN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8791467311472462,0.3558767451522701,0.0
UNC5B,0.0,0.05620335820895522,0.0,0.4229873232725935,0.0,0.0,0.46610819402020126,0.011024969794603302,0.6130657605646554,0.0
HMCN1,0.0,0.0,0.8990958803234426,0.017663043478260868,0.0,0.14865501008742435,0.0,0.0,0.0,0.0
TIMP2,0.0,0.2825697674247247,0.029567053854276663,0.4264747329073484,0.0,0.0,0.400992527708861,0.38217732955506933,0.1645108168556895,0.22995006295787546
AC025263.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8221617692403589,0.0,0.0
ANO1,0.0,0.0,0.0,0.0,0.0,0.17664761264290518,0.0,0.0,0.0,0.8619767088668415
NRP2,0.3736894681506365,0.3224357883273208,0.416823874362844,0.31719007387810116,0.0,0.0,0.32627627650768776,0.025875956504228755,0.36905924034598103,0.0
CA2,0.35792359624974424,0.0,0.0,0.0,0.0,0.0,0.785358900468334,0.0,0.7326386513240266,0.0
KCTD15,0.4918456106795771,0.0,0.0,0.13109750162232317,0.27656733292092406,0.0,0.0,0.3899769602300318,0.18901213308790055,0.426838555886415
LINC01344,0.03778782313886142,0.0,0.0,0.0,0.0,0.0,0.5225016719219835,0.0,0.0,0.0
CHRD,0.24058803103851686,0.0,0.0,0.3643758939643935,0.0,0.0,0.0,0.2905164892141153,0.0,0.0
GRIN3A,0.0,0.0,0.0,0.1156289707750953,0.0,0.34129667022934096,0.0,0.0,0.0,0.0
ADARB2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.7489171987102754,0.1213219834756101,0.0,0.0
RSPO3,0.08578324436899118,0.0,0.4580444421038432,0.0,0.0,0.0636684599865501,0.0,0.0,0.0,0.0
SLC26A4-AS1,0.0,0.0,0.0,0.0,0.0,0.4629566168578019,0.0,0.0,0.0,0.0
PAWR,0.40649996764397006,0.0,0.28661019367456725,0.4032277315544557,0.0,0.0,0.0,0.33382939190234406,0.7285781141851425,0.0
PAH,0.35289262253757503,0.0,0.0,0.0,0.0,0.0,0.0,0.777902492314488,0.0,0.0
